asset_name,asset_type_name,model_number,serial_number,asset_tag,qr_code,item_value,item_value_currency_code,purchase_cost,purchase_cost_currency_code,purchase_type_name,purchase_order_number,other_purchase_details,supplier_data,salvage_value,warranty,warranty_condition_type_name,warranty_expiry_date,warranty_usage_name,warranty_usage_value,insurance_number,insurance_expiry_date,expected_life_time,expected_life_time_unit_name,depreciation_value,depreciation_method_name,depreciation_start_date,decline_rate,total_estimated_units,manufacturer,responsible_person_name,department_name,latitude,longitude,received_condition_id,asset_category_name,asset_sub_category_name,asset_tags
Asset 2573,Intangible assets,APPLE-MODEL-02573,SN-0000002573,TAG-002573,,736.57,LKR,694.68,EUR,Purchase,PO-2025-2454,Purchase details for Asset 2573,"{""name"":""Cisco Systems"",""email"":""sales@cisco.com"",""type"":""Company""}",95.49,3 years,Combined,2028-07-22,Kilometers,48427,INS002573,2027-11-20,7,Day,91.58,Declining Balance,2024-03-23,26.85,21,Cisco Systems,Chamod Randeni,Negombo test,7.3266,80.0227,3,Machinery,Desktops,"IT,Critical,Active"
Asset 2574,Intangible assets,APPLE-MODEL-02574,SN-0000002574,TAG-002574,,7639.9,GBP,6691.87,USD,Rent,PO-2025-4466,Purchase details for Asset 2574,"{""name"":""Dell Direct"",""email"":""sales@dell.com"",""type"":""Company""}",826.12,3 years,Combined,2027-02-09,Cycles,17270,INS002574,2027-03-04,5,Month,1362.76,Sum of the Years Digits,2024-01-29,27.79,89,SAP,Chamod Randeni,Negombo test,6.8661,79.9865,1,Software,Desktops,"Network,High Priority,Maintenance"
Asset 2575,Operating assets,APPLE-MODEL-02575,SN-0000002575,TAG-002575,,1367.91,GBP,1254.38,USD,Lease,PO-2025-7196,Purchase details for Asset 2575,"{""name"":""Microsoft Corp"",""email"":""business@microsoft.com"",""type"":""Company""}",201.7,1 years,Time based,2029-09-14,Kilometers,49002,INS002575,2026-04-07,14,Month,83.3,Sum of the Years Digits,2025-08-27,10.74,87,SAP,Chamod Randeni,Negombo test,6.6018,80.4003,4,Machinery,Laptops,"Hardware,Standard,Reserve"
Asset 2576,Tangible assets,DELL-MODEL-02576,SN-0000002576,TAG-002576,,6906.15,USD,5909.81,USD,Rent,PO-2025-1302,Purchase details for Asset 2576,"{""name"":""HP Enterprise"",""email"":""enterprise@hp.com"",""type"":""Company""}",920.84,3 years,Time based,2028-12-03,Cycles,14171,INS002576,2028-12-15,5,Hour,1197.06,Declining Balance,2025-10-09,11.52,6,Dell Inc.,ffd,Negombo test,7.268,80.4811,4,Software,Desktops,"Hardware,Standard,Reserve"
Asset 2577,Operating assets,LEN-MODEL-02577,SN-0000002577,TAG-002577,,9628.84,EUR,8355.15,GBP,Purchase,PO-2025-9395,Purchase details for Asset 2577,"{""name"":""HP Enterprise"",""email"":""enterprise@hp.com"",""type"":""Company""}",1296.95,2 years,Time based,2028-05-22,Days,9517,INS002577,2026-02-06,9,Day,925.77,Declining Balance,2025-11-05,20.89,98,Oracle,ffd,Negombo test,6.6913,79.5671,3,IT Equipment,Servers,"IT,Critical,Active"
Asset 2578,Intangible assets,DELL-MODEL-02578,SN-0000002578,TAG-002578,,5453.27,USD,4866.57,GBP,Lease,PO-2025-5320,Purchase details for Asset 2578,"{""name"":""HP Enterprise"",""email"":""enterprise@hp.com"",""type"":""Company""}",701.69,1 years,Combined,2029-06-11,Kilometers,27313,INS002578,2028-04-10,7,Year,678.8,Straightline,2024-12-22,24.61,8,Cisco Systems,ffd,Negombo test,6.8462,80.2209,3,IT Equipment,Printers,"IT,Critical,Active"
Asset 2579,Tangible assets,LEN-MODEL-02579,SN-0000002579,TAG-002579,,7346.18,GBP,6502.74,USD,Rent,PO-2025-8040,Purchase details for Asset 2579,"{""name"":""Cisco Systems"",""email"":""sales@cisco.com"",""type"":""Company""}",1081.9,2 years,Time based,2027-12-04,Hours,29958,INS002579,2028-01-31,15,Month,417.62,Sum of the Years Digits,2025-06-18,17.96,88,Oracle,ffd,Negombo test,7.3881,79.5659,3,Network Equipment,Servers,"IT,Critical,Active"
Asset 2580,Operating assets,HP-MODEL-02580,SN-0000002580,TAG-002580,,6911.84,USD,6216.84,EUR,Purchase,PO-2025-8616,Purchase details for Asset 2580,"{""name"":""Microsoft Corp"",""email"":""business@microsoft.com"",""type"":""Company""}",862.15,1 years,Time based,2027-07-06,Days,45773,INS002580,2028-07-21,7,Year,864.24,Straightline,2024-10-09,10.16,13,Cisco Systems,Chamod Randeni,Negombo test,7.1619,80.0866,3,Machinery,Tablets,"Hardware,Standard,Reserve"
Asset 2581,Intangible assets,DELL-MODEL-02581,SN-0000002581,TAG-002581,,8510.37,GBP,7848.53,GBP,Rent,PO-2025-2645,Purchase details for Asset 2581,"{""name"":""Microsoft Corp"",""email"":""business@microsoft.com"",""type"":""Company""}",856.7,1 years,Time based,2030-09-27,Cycles,40177,INS002581,2026-08-17,8,Day,956.71,Declining Balance,2025-04-13,23.04,89,Apple Inc.,ffd,Negombo test,7.3582,79.5064,2,Machinery,Tablets,"Network,High Priority,Maintenance"
Asset 2582,Tangible assets,DELL-MODEL-02582,SN-0000002582,TAG-002582,,8217.29,EUR,7246.55,USD,Lease,PO-2025-1950,Purchase details for Asset 2582,"{""name"":""Dell Direct"",""email"":""sales@dell.com"",""type"":""Company""}",1193.67,4 years,Combined,2028-05-22,Cycles,17217,INS002582,2028-10-22,7,Year,1003.37,Declining Balance,2025-09-21,39.21,88,Apple Inc.,ffd,Negombo test,7.4227,80.2737,3,Furniture,Desktops,"Hardware,Standard,Reserve"
Asset 2583,Intangible assets,CISCO-MODEL-02583,SN-0000002583,TAG-002583,,5736.23,EUR,5136.53,EUR,Rent,PO-2025-9354,Purchase details for Asset 2583,"{""name"":""Tech Solutions Inc"",""email"":""contact@techsolutions.com"",""type"":""Company""}",675.78,4 years,Usage based,2028-12-14,Days,5148,INS002583,2027-02-12,10,Month,506.04,Sum of the Years Digits,2025-08-05,16.23,42,Apple Inc.,Chamod Randeni,Negombo test,6.8028,79.695,4,Electronics,Routers,"Network,High Priority,Maintenance"
Asset 2584,Operating assets,CISCO-MODEL-02584,SN-0000002584,TAG-002584,,5203.04,USD,4539.26,EUR,Purchase,PO-2025-6222,Purchase details for Asset 2584,"{""name"":""HP Enterprise"",""email"":""enterprise@hp.com"",""type"":""Company""}",707.57,2 years,Usage based,2028-05-28,Kilometers,13440,INS002584,2027-11-23,12,Month,374.62,Sum of the Years Digits,2024-06-12,33.25,45,SAP,Chamod Randeni,Negombo test,6.7178,79.8943,1,Tools,Monitors,"IT,Critical,Active"
Asset 2585,Intangible assets,DELL-MODEL-02585,SN-0000002585,TAG-002585,,6159.21,USD,5523.61,USD,Lease,PO-2025-4739,Purchase details for Asset 2585,"{""name"":""Cisco Systems"",""email"":""sales@cisco.com"",""type"":""Company""}",813.08,3 years,Combined,2030-02-22,Days,40341,INS002585,2027-01-08,11,Hour,486.01,Sum of the Years Digits,2025-12-05,32.39,60,Oracle,ffd,Negombo test,6.9752,79.9023,2,Electronics,Printers,"Software,Low Priority,Standby"
Asset 2586,Intangible assets,CISCO-MODEL-02586,SN-0000002586,TAG-002586,,5259.36,EUR,4771.03,GBP,Lease,PO-2025-7475,Purchase details for Asset 2586,"{""name"":""Lenovo Enterprise"",""email"":""business@lenovo.com"",""type"":""Company""}",621.64,1 years,Time based,2028-06-29,Cycles,7527,INS002586,2027-03-06,4,Month,1159.43,Straightline,2024-08-31,12.62,89,Microsoft,ffd,Negombo test,6.644,80.4127,4,Tools,Tablets,"IT,Critical,Active"
Asset 2587,Operating assets,CISCO-MODEL-02587,SN-0000002587,TAG-002587,,7168.17,EUR,6692.57,LKR,Lease,PO-2025-1588,Purchase details for Asset 2587,"{""name"":""Lenovo Enterprise"",""email"":""business@lenovo.com"",""type"":""Company""}",968.01,4 years,Combined,2029-12-17,Cycles,5536,INS002587,2027-12-14,15,Day,413.34,Straightline,2025-06-18,30.78,17,Cisco Systems,Chamod Randeni,Negombo test,6.8743,79.7586,5,Furniture,Monitors,"Hardware,Standard,Reserve"
Asset 2588,Intangible assets,CISCO-MODEL-02588,SN-0000002588,TAG-002588,,2625.0,GBP,2405.29,LKR,Lease,PO-2025-5705,Purchase details for Asset 2588,"{""name"":""HP Enterprise"",""email"":""enterprise@hp.com"",""type"":""Company""}",341.74,2 years,Time based,2027-12-27,Hours,13826,INS002588,2026-06-03,7,Hour,326.18,Units of Production,2024-07-20,19.21,89,Cisco Systems,ffd,Negombo test,6.5119,79.7586,3,Electronics,Printers,"Software,Low Priority,Standby"
Asset 2589,Operating assets,APPLE-MODEL-02589,SN-0000002589,TAG-002589,,5612.29,USD,5329.52,LKR,Lease,PO-2025-1018,Purchase details for Asset 2589,"{""name"":""Cisco Systems"",""email"":""sales@cisco.com"",""type"":""Company""}",668.49,1 years,Time based,2029-10-23,Hours,10795,INS002589,2026-04-11,10,Hour,494.38,Sum of the Years Digits,2025-03-31,33.69,45,Oracle,ffd,Negombo test,6.8344,80.2711,3,IT Equipment,Routers,"Network,High Priority,Maintenance"
Asset 2590,Operating assets,CISCO-MODEL-02590,SN-0000002590,TAG-002590,,3484.02,EUR,3256.97,GBP,Hire,PO-2025-1240,Purchase details for Asset 2590,"{""name"":""Cisco Systems"",""email"":""sales@cisco.com"",""type"":""Company""}",427.59,3 years,Time based,2027-12-14,Hours,9330,INS002590,2027-01-31,12,Day,254.7,Declining Balance,2025-02-27,29.07,25,Microsoft,Chamod Randeni,Negombo test,7.0528,80.3836,2,Electronics,Laptops,"IT,Critical,Active"
Asset 2591,Intangible assets,APPLE-MODEL-02591,SN-0000002591,TAG-002591,,846.97,EUR,752.25,USD,Hire,PO-2025-2356,Purchase details for Asset 2591,"{""name"":""HP Enterprise"",""email"":""enterprise@hp.com"",""type"":""Company""}",101.96,4 years,Usage based,2030-11-17,Cycles,18365,INS002591,2026-11-19,11,Day,67.73,Sum of the Years Digits,2024-01-16,30.54,86,Dell Inc.,ffd,Negombo test,7.2947,79.7705,3,Network Equipment,Laptops,"Software,Low Priority,Standby"
Asset 2592,Operating assets,DELL-MODEL-02592,SN-0000002592,TAG-002592,,6389.75,USD,5749.78,GBP,Lease,PO-2025-1311,Purchase details for Asset 2592,"{""name"":""Lenovo Enterprise"",""email"":""business@lenovo.com"",""type"":""Company""}",867.29,3 years,Combined,2029-08-22,Cycles,24560,INS002592,2028-06-04,7,Day,788.92,Units of Production,2024-03-28,27.18,51,HP Inc.,ffd,Negombo test,6.5248,79.8947,1,IT Equipment,Servers,"Hardware,Standard,Reserve"
Asset 2593,Intangible assets,LEN-MODEL-02593,SN-0000002593,TAG-002593,,3419.52,LKR,3003.66,EUR,Lease,PO-2025-9892,Purchase details for Asset 2593,"{""name"":""Dell Direct"",""email"":""sales@dell.com"",""type"":""Company""}",467.6,4 years,Combined,2029-08-03,Kilometers,17699,INS002593,2027-06-20,14,Day,210.85,Declining Balance,2025-01-09,30.07,96,Dell Inc.,Chamod Randeni,Negombo test,7.3396,80.0631,3,IT Equipment,Servers,"Network,High Priority,Maintenance"
Asset 2594,Tangible assets,HP-MODEL-02594,SN-0000002594,TAG-002594,,6105.73,USD,5448.47,LKR,Rent,PO-2025-1942,Purchase details for Asset 2594,"{""name"":""HP Enterprise"",""email"":""enterprise@hp.com"",""type"":""Company""}",652.67,4 years,Combined,2028-02-28,Hours,21772,INS002594,2026-10-30,4,Year,1363.26,Declining Balance,2024-01-20,19.48,7,SAP,Chamod Randeni,Negombo test,7.4951,79.5024,3,Furniture,Desktops,"IT,Critical,Active"
Asset 2595,Tangible assets,DELL-MODEL-02595,SN-0000002595,TAG-002595,,557.4,USD,483.64,LKR,Hire,PO-2025-3061,Purchase details for Asset 2595,"{""name"":""Lenovo Enterprise"",""email"":""business@lenovo.com"",""type"":""Company""}",65.6,3 years,Usage based,2030-07-20,Hours,22624,INS002595,2028-04-16,7,Month,70.26,Declining Balance,2025-07-31,12.73,75,SAP,Chamod Randeni,Negombo test,6.7214,79.8022,5,Machinery,Routers,"Hardware,Standard,Reserve"
Asset 2596,Intangible assets,DELL-MODEL-02596,SN-0000002596,TAG-002596,,4873.94,LKR,4523.51,USD,Lease,PO-2025-2744,Purchase details for Asset 2596,"{""name"":""Cisco Systems"",""email"":""sales@cisco.com"",""type"":""Company""}",584.88,3 years,Time based,2029-07-27,Cycles,47345,INS002596,2026-01-30,7,Year,612.72,Straightline,2024-04-13,27.93,31,Apple Inc.,ffd,Negombo test,6.655,80.3736,1,Network Equipment,Printers,"Network,High Priority,Maintenance"
Asset 2597,Operating assets,LEN-MODEL-02597,SN-0000002597,TAG-002597,,2130.35,EUR,1822.57,LKR,Purchase,PO-2025-2181,Purchase details for Asset 2597,"{""name"":""Apple Business"",""email"":""business@apple.com"",""type"":""Company""}",310.75,4 years,Time based,2029-04-19,Days,12321,INS002597,2026-11-15,13,Hour,139.97,Declining Balance,2024-08-17,30.22,12,Microsoft,Chamod Randeni,Negombo test,6.9392,79.6373,1,Electronics,Printers,"Network,High Priority,Maintenance"
Asset 2598,Tangible assets,LEN-MODEL-02598,SN-0000002598,TAG-002598,,4865.38,LKR,4584.33,USD,Lease,PO-2025-8920,Purchase details for Asset 2598,"{""name"":""Lenovo Enterprise"",""email"":""business@lenovo.com"",""type"":""Company""}",535.61,1 years,Combined,2029-03-15,Cycles,25435,INS002598,2026-11-04,10,Month,432.98,Sum of the Years Digits,2024-06-15,19.62,20,IBM,ffd,Negombo test,7.4844,79.9274,2,Machinery,Desktops,"Hardware,Standard,Reserve"
Asset 2599,Operating assets,CISCO-MODEL-02599,SN-0000002599,TAG-002599,,6939.04,LKR,6223.59,USD,Hire,PO-2025-7401,Purchase details for Asset 2599,"{""name"":""Apple Business"",""email"":""business@apple.com"",""type"":""Company""}",836.75,4 years,Combined,2029-05-30,Hours,44003,INS002599,2026-11-21,7,Year,871.76,Straightline,2024-02-01,15.71,25,HP Inc.,Chamod Randeni,Negombo test,6.8082,79.9058,5,Electronics,Routers,"Software,Low Priority,Standby"
Asset 2600,Intangible assets,APPLE-MODEL-02600,SN-0000002600,TAG-002600,,6530.56,EUR,5853.7,USD,Hire,PO-2025-6881,Purchase details for Asset 2600,"{""name"":""Microsoft Corp"",""email"":""business@microsoft.com"",""type"":""Company""}",673.05,3 years,Time based,2028-10-25,Hours,4076,INS002600,2027-08-28,11,Day,532.5,Units of Production,2025-01-31,24.08,21,HP Inc.,ffd,Negombo test,7.056,80.4922,3,Furniture,Routers,"Software,Low Priority,Standby"
Asset 2601,Intangible assets,HP-MODEL-02601,SN-0000002601,TAG-002601,,3161.94,EUR,2936.82,USD,Rent,PO-2025-1454,Purchase details for Asset 2601,"{""name"":""Tech Solutions Inc"",""email"":""contact@techsolutions.com"",""type"":""Company""}",373.77,3 years,Usage based,2029-08-14,Days,22615,INS002601,2026-12-08,12,Month,232.35,Declining Balance,2024-11-26,29.21,96,SAP,Chamod Randeni,Negombo test,6.842,80.4998,2,Software,Laptops,"IT,Critical,Active"
Asset 2602,Tangible assets,DELL-MODEL-02602,SN-0000002602,TAG-002602,,5310.0,GBP,4614.76,EUR,Purchase,PO-2025-4640,Purchase details for Asset 2602,"{""name"":""Cisco Systems"",""email"":""sales@cisco.com"",""type"":""Company""}",647.47,3 years,Combined,2029-06-11,Days,41928,INS002602,2028-11-01,7,Year,666.08,Units of Production,2025-09-22,21.74,60,IBM,ffd,Negombo test,6.622,80.4931,4,Software,Routers,"Software,Low Priority,Standby"
Asset 2603,Operating assets,LEN-MODEL-02603,SN-0000002603,TAG-002603,,7802.49,EUR,6903.43,GBP,Hire,PO-2025-3882,Purchase details for Asset 2603,"{""name"":""Apple Business"",""email"":""business@apple.com"",""type"":""Company""}",822.81,5 years,Time based,2029-12-16,Hours,18060,INS002603,2026-06-10,4,Month,1744.92,Straightline,2025-10-05,17.14,64,Lenovo,ffd,Negombo test,6.9716,79.9781,2,Tools,Printers,"Hardware,Standard,Reserve"
Asset 2604,Intangible assets,CISCO-MODEL-02604,SN-0000002604,TAG-002604,,5639.09,GBP,5214.58,USD,Purchase,PO-2025-1316,Purchase details for Asset 2604,"{""name"":""Apple Business"",""email"":""business@apple.com"",""type"":""Company""}",718.02,4 years,Usage based,2030-05-29,Days,11226,INS002604,2027-09-11,13,Hour,378.54,Straightline,2024-10-13,39.33,26,Dell Inc.,Chamod Randeni,Negombo test,6.7347,80.3884,3,Machinery,Printers,"Network,High Priority,Maintenance"
Asset 2605,Operating assets,APPLE-MODEL-02605,SN-0000002605,TAG-002605,,5652.7,EUR,5108.44,USD,Lease,PO-2025-1282,Purchase details for Asset 2605,"{""name"":""Tech Solutions Inc"",""email"":""contact@techsolutions.com"",""type"":""Company""}",811.13,4 years,Usage based,2028-07-30,Days,45308,INS002605,2027-06-27,3,Year,1613.86,Straightline,2024-04-16,18.46,49,HP Inc.,ffd,Negombo test,7.2985,79.5718,3,Furniture,Printers,"IT,Critical,Active"
Asset 2606,Tangible assets,DELL-MODEL-02606,SN-0000002606,TAG-002606,,6424.56,GBP,5535.21,USD,Hire,PO-2025-7834,Purchase details for Asset 2606,"{""name"":""Tech Solutions Inc"",""email"":""contact@techsolutions.com"",""type"":""Company""}",759.09,5 years,Usage based,2029-07-10,Kilometers,31080,INS002606,2027-04-15,5,Year,1133.09,Declining Balance,2025-12-28,33.76,94,Cisco Systems,ffd,Negombo test,7.4424,79.6244,2,Furniture,Servers,"Hardware,Standard,Reserve"
Asset 2607,Intangible assets,DELL-MODEL-02607,SN-0000002607,TAG-002607,,4175.88,USD,3857.07,GBP,Purchase,PO-2025-5107,Purchase details for Asset 2607,"{""name"":""Microsoft Corp"",""email"":""business@microsoft.com"",""type"":""Company""}",472.21,5 years,Time based,2029-03-04,Days,9699,INS002607,2028-09-05,10,Hour,370.37,Straightline,2025-12-08,10.72,86,Samsung,ffd,Negombo test,7.1986,80.2761,4,Furniture,Desktops,"Network,High Priority,Maintenance"
Asset 2608,Intangible assets,CISCO-MODEL-02608,SN-0000002608,TAG-002608,,8431.89,LKR,7964.02,GBP,Purchase,PO-2025-6275,Purchase details for Asset 2608,"{""name"":""Lenovo Enterprise"",""email"":""business@lenovo.com"",""type"":""Company""}",1034.03,2 years,Time based,2027-07-21,Days,48033,INS002608,2026-10-24,5,Day,1479.57,Straightline,2025-02-07,15.57,72,Cisco Systems,ffd,Negombo test,7.3327,79.5419,4,Electronics,Tablets,"Network,High Priority,Maintenance"
Asset 2609,Tangible assets,HP-MODEL-02609,SN-0000002609,TAG-002609,,6021.65,LKR,5266.68,USD,Hire,PO-2025-5526,Purchase details for Asset 2609,"{""name"":""Dell Direct"",""email"":""sales@dell.com"",""type"":""Company""}",643.95,2 years,Time based,2029-07-07,Kilometers,5720,INS002609,2028-05-01,8,Month,672.21,Straightline,2024-05-11,10.06,69,Oracle,ffd,Negombo test,6.9553,79.8036,5,IT Equipment,Tablets,"Software,Low Priority,Standby"
Asset 2610,Tangible assets,HP-MODEL-02610,SN-0000002610,TAG-002610,,6955.48,LKR,6278.97,USD,Rent,PO-2025-8243,Purchase details for Asset 2610,"{""name"":""Cisco Systems"",""email"":""sales@cisco.com"",""type"":""Company""}",865.87,5 years,Combined,2030-12-13,Days,31275,INS002610,2028-05-13,13,Year,468.43,Sum of the Years Digits,2025-03-31,15.18,10,IBM,Chamod Randeni,Negombo test,7.2267,79.8112,2,Electronics,Tablets,"Software,Low Priority,Standby"
Asset 2611,Intangible assets,DELL-MODEL-02611,SN-0000002611,TAG-002611,,7821.48,LKR,6687.25,EUR,Hire,PO-2025-8449,Purchase details for Asset 2611,"{""name"":""Lenovo Enterprise"",""email"":""business@lenovo.com"",""type"":""Company""}",864.7,4 years,Usage based,2027-04-04,Kilometers,19624,INS002611,2026-06-10,10,Day,695.68,Units of Production,2024-10-15,31.99,6,Microsoft,Chamod Randeni,Negombo test,7.3285,80.0907,5,Tools,Tablets,"Hardware,Standard,Reserve"
Asset 2612,Tangible assets,CISCO-MODEL-02612,SN-0000002612,TAG-002612,,3574.73,GBP,3299.03,LKR,Rent,PO-2025-3129,Purchase details for Asset 2612,"{""name"":""Microsoft Corp"",""email"":""business@microsoft.com"",""type"":""Company""}",447.86,4 years,Usage based,2028-10-26,Kilometers,41666,INS002612,2026-02-24,3,Month,1042.29,Straightline,2024-02-13,15.97,2,Oracle,Chamod Randeni,Negombo test,6.8294,79.7739,5,Network Equipment,Monitors,"Software,Low Priority,Standby"
Asset 2613,Intangible assets,CISCO-MODEL-02613,SN-0000002613,TAG-002613,,3117.76,EUR,2898.66,GBP,Lease,PO-2025-9758,Purchase details for Asset 2613,"{""name"":""Dell Direct"",""email"":""sales@dell.com"",""type"":""Company""}",387.48,5 years,Time based,2030-09-04,Cycles,40778,INS002613,2026-03-13,7,Hour,390.04,Sum of the Years Digits,2024-06-27,13.12,30,SAP,ffd,Negombo test,6.7653,79.6901,5,Network Equipment,Desktops,"Hardware,Standard,Reserve"
Asset 2614,Tangible assets,LEN-MODEL-02614,SN-0000002614,TAG-002614,,7882.49,EUR,6842.72,GBP,Rent,PO-2025-6183,Purchase details for Asset 2614,"{""name"":""Apple Business"",""email"":""business@apple.com"",""type"":""Company""}",944.91,4 years,Usage based,2030-03-23,Kilometers,13728,INS002614,2026-05-12,14,Day,495.54,Straightline,2024-10-21,37.07,62,IBM,Chamod Randeni,Negombo test,7.3734,79.7649,4,Network Equipment,Desktops,"Software,Low Priority,Standby"
Asset 2615,Operating assets,APPLE-MODEL-02615,SN-0000002615,TAG-002615,,2307.65,LKR,1992.69,LKR,Hire,PO-2025-5340,Purchase details for Asset 2615,"{""name"":""HP Enterprise"",""email"":""enterprise@hp.com"",""type"":""Company""}",283.38,5 years,Time based,2028-07-13,Cycles,13685,INS002615,2026-03-05,4,Day,506.07,Sum of the Years Digits,2024-08-11,36.18,97,Samsung,Chamod Randeni,Negombo test,6.5169,80.0133,1,Tools,Routers,"Software,Low Priority,Standby"
Asset 2616,Operating assets,HP-MODEL-02616,SN-0000002616,TAG-002616,,7243.93,USD,6274.98,GBP,Lease,PO-2025-8384,Purchase details for Asset 2616,"{""name"":""Tech Solutions Inc"",""email"":""contact@techsolutions.com"",""type"":""Company""}",994.38,5 years,Usage based,2029-11-05,Kilometers,9978,INS002616,2026-01-21,9,Year,694.39,Straightline,2025-01-30,34.6,31,Dell Inc.,ffd,Negombo test,6.6965,79.6,1,Software,Monitors,"IT,Critical,Active"
Asset 2617,Tangible assets,HP-MODEL-02617,SN-0000002617,TAG-002617,,9052.19,LKR,7826.11,GBP,Lease,PO-2025-9905,Purchase details for Asset 2617,"{""name"":""Dell Direct"",""email"":""sales@dell.com"",""type"":""Company""}",1082.6,3 years,Combined,2027-12-10,Hours,18736,INS002617,2026-01-09,14,Hour,569.26,Units of Production,2024-03-20,24.55,21,Samsung,Chamod Randeni,Negombo test,6.8353,80.1199,1,Machinery,Servers,"Software,Low Priority,Standby"
Asset 2618,Tangible assets,CISCO-MODEL-02618,SN-0000002618,TAG-002618,,1973.11,EUR,1769.82,GBP,Rent,PO-2025-6606,Purchase details for Asset 2618,"{""name"":""HP Enterprise"",""email"":""enterprise@hp.com"",""type"":""Company""}",276.04,1 years,Combined,2027-03-26,Hours,33168,INS002618,2028-10-19,9,Hour,188.56,Straightline,2024-01-31,11.46,98,Microsoft,Chamod Randeni,Negombo test,6.9847,80.404,5,Software,Monitors,"Hardware,Standard,Reserve"
Asset 2619,Intangible assets,HP-MODEL-02619,SN-0000002619,TAG-002619,,2573.47,EUR,2203.26,LKR,Lease,PO-2025-1245,Purchase details for Asset 2619,"{""name"":""Cisco Systems"",""email"":""sales@cisco.com"",""type"":""Company""}",316.49,3 years,Combined,2029-08-23,Kilometers,9489,INS002619,2028-02-03,6,Month,376.16,Straightline,2024-07-08,33.28,61,Samsung,Chamod Randeni,Negombo test,6.6072,79.6206,5,Furniture,Laptops,"Software,Low Priority,Standby"
Asset 2620,Tangible assets,HP-MODEL-02620,SN-0000002620,TAG-002620,,9197.01,USD,8480.18,GBP,Purchase,PO-2025-2179,Purchase details for Asset 2620,"{""name"":""Tech Solutions Inc"",""email"":""contact@techsolutions.com"",""type"":""Company""}",1195.66,3 years,Usage based,2028-01-23,Hours,36926,INS002620,2028-04-07,6,Hour,1333.56,Sum of the Years Digits,2024-02-22,17.33,65,Oracle,Chamod Randeni,Negombo test,6.9554,80.1318,2,IT Equipment,Printers,"Network,High Priority,Maintenance"
Asset 2621,Intangible assets,APPLE-MODEL-02621,SN-0000002621,TAG-002621,,8047.9,EUR,6985.14,GBP,Purchase,PO-2025-6043,Purchase details for Asset 2621,"{""name"":""HP Enterprise"",""email"":""enterprise@hp.com"",""type"":""Company""}",820.81,5 years,Time based,2027-01-21,Kilometers,6665,INS002621,2028-11-12,15,Month,481.81,Units of Production,2024-01-01,36.63,80,SAP,Chamod Randeni,Negombo test,6.6964,80.1657,1,Electronics,Laptops,"Hardware,Standard,Reserve"
Asset 2622,Tangible assets,HP-MODEL-02622,SN-0000002622,TAG-002622,,3152.02,GBP,2842.77,USD,Hire,PO-2025-1765,Purchase details for Asset 2622,"{""name"":""Tech Solutions Inc"",""email"":""contact@techsolutions.com"",""type"":""Company""}",468.41,1 years,Time based,2029-12-30,Kilometers,11562,INS002622,2026-01-26,7,Year,383.37,Declining Balance,2025-02-09,27.7,56,Microsoft,Chamod Randeni,Negombo test,7.3573,79.7703,4,Tools,Monitors,"Network,High Priority,Maintenance"
Asset 2623,Operating assets,LEN-MODEL-02623,SN-0000002623,TAG-002623,,5092.18,USD,4609.11,EUR,Rent,PO-2025-6831,Purchase details for Asset 2623,"{""name"":""Tech Solutions Inc"",""email"":""contact@techsolutions.com"",""type"":""Company""}",598.29,3 years,Usage based,2028-09-16,Days,1111,INS002623,2027-03-20,15,Year,299.59,Units of Production,2025-10-27,33.43,1,Cisco Systems,Chamod Randeni,Negombo test,6.5193,80.3788,1,Machinery,Tablets,"IT,Critical,Active"
Asset 2624,Intangible assets,CISCO-MODEL-02624,SN-0000002624,TAG-002624,,982.25,GBP,926.4,USD,Rent,PO-2025-1474,Purchase details for Asset 2624,"{""name"":""Tech Solutions Inc"",""email"":""contact@techsolutions.com"",""type"":""Company""}",107.12,2 years,Combined,2027-02-05,Days,29785,INS002624,2027-10-04,4,Month,218.78,Sum of the Years Digits,2025-11-07,35.34,25,Cisco Systems,ffd,Negombo test,6.9399,79.8596,3,Network Equipment,Desktops,"IT,Critical,Active"
Asset 2625,Tangible assets,DELL-MODEL-02625,SN-0000002625,TAG-002625,,4666.45,GBP,4258.36,GBP,Hire,PO-2025-2996,Purchase details for Asset 2625,"{""name"":""Lenovo Enterprise"",""email"":""business@lenovo.com"",""type"":""Company""}",691.72,3 years,Time based,2027-01-30,Hours,34806,INS002625,2028-02-20,4,Month,993.68,Sum of the Years Digits,2024-03-17,36.27,29,HP Inc.,ffd,Negombo test,7.1708,79.8048,3,Tools,Routers,"Hardware,Standard,Reserve"
Asset 2626,Tangible assets,DELL-MODEL-02626,SN-0000002626,TAG-002626,,2787.45,LKR,2551.25,EUR,Lease,PO-2025-1656,Purchase details for Asset 2626,"{""name"":""Lenovo Enterprise"",""email"":""business@lenovo.com"",""type"":""Company""}",408.62,5 years,Time based,2028-08-12,Kilometers,36029,INS002626,2026-11-19,10,Month,237.88,Units of Production,2024-04-24,28.43,81,Oracle,Chamod Randeni,Negombo test,7.1609,79.9376,5,Tools,Monitors,"IT,Critical,Active"
