item_name,item_description,category_name,item_category_type_name,type_name,unit_of_measure_name,purchase_price,purchase_price_currency_code,selling_price,selling_price_currency_code,max_inventory_level,min_inventory_level,re_order_level,low_stock_alert,over_stock_alert
Item 3016,Description for Item 3016,Manufacturing Parts,Spare Parts,Perishable,Kilogram,817.94,LKR,1404.51,LKR,1284,152,357,True,True
Item 3017,Description for Item 3017,Safety Equipment,Consumables,Perishable,Piece,898.59,EUR,2026.89,LKR,1844,107,362,True,True
Item 3018,Description for Item 3018,Office Supplies,Consumables,Digital,Piece,209.33,USD,304.7,LKR,1854,144,1189,True,False
Item 3019,Description for Item 3019,IT Equipment,Consumables,Digital,Piece,326.54,GBP,648.11,LKR,783,158,605,False,True
Item 3020,Description for Item 3020,IT Equipment,Consumables,Perishable,Meter,312.2,EUR,454.46,EUR,1291,120,1003,False,True
Item 3021,Description for Item 3021,Consumables,Spare Parts,Non-Perishable,Liter,417.65,GBP,1025.53,EUR,1346,164,835,True,True
Item 3022,Description for Item 3022,Furniture,Consumables,Digital,Kilogram,683.09,GBP,1123.86,EUR,1090,83,662,True,False
Item 3023,Description for Item 3023,Office Supplies,Consumables,Digital,Meter,739.54,LKR,1064.69,USD,1499,173,255,True,True
Item 3024,Description for Item 3024,Electronics,Consumables,Digital,Kilogram,711.12,USD,982.38,EUR,519,52,69,True,True
Item 3025,Description for Item 3025,Manufacturing Parts,Spare Parts,Non-Perishable,Piece,72.13,LKR,117.91,GBP,1820,123,830,True,True
Item 3026,Description for Item 3026,Medical Supplies,Spare Parts,Perishable,Piece,110.46,LKR,171.48,LKR,759,153,196,False,True
Item 3027,Description for Item 3027,IT Equipment,Consumables,Non-Perishable,Liter,713.6,USD,1668.22,USD,1993,159,1535,False,False
Item 3028,Description for Item 3028,Consumables,Consumables,Digital,Piece,184.28,LKR,403.12,USD,932,149,297,True,True
Item 3029,Description for Item 3029,Safety Equipment,Consumables,Perishable,Kilogram,341.66,LKR,649.66,LKR,1472,113,178,False,False
Item 3030,Description for Item 3030,Medical Supplies,Consumables,Non-Perishable,Liter,773.37,USD,1273.62,USD,1986,195,1800,True,True
Item 3031,Description for Item 3031,Furniture,Consumables,Non-Perishable,Kilogram,561.38,EUR,762.76,EUR,1250,53,401,True,True
Item 3032,Description for Item 3032,Consumables,Consumables,Perishable,Meter,663.74,EUR,1276.34,LKR,747,146,259,False,False
Item 3033,Description for Item 3033,Office Supplies,Consumables,Digital,Liter,704.31,LKR,1157.65,GBP,1583,118,1035,False,False
Item 3034,Description for Item 3034,Furniture,Spare Parts,Digital,Kilogram,621.59,GBP,1285.02,EUR,539,131,398,False,True
Item 3035,Description for Item 3035,IT Equipment,Consumables,Digital,Liter,777.46,LKR,1769.43,GBP,1034,104,351,True,False
Item 3036,Description for Item 3036,Safety Equipment,Consumables,Digital,Piece,756.95,USD,1778.82,GBP,1764,157,1652,True,True
Item 3037,Description for Item 3037,Manufacturing Parts,Spare Parts,Perishable,Liter,153.96,LKR,197.61,LKR,1987,159,211,False,False
Item 3038,Description for Item 3038,Tools,Spare Parts,Perishable,Liter,655.54,EUR,1449.58,USD,1322,100,324,True,False
Item 3039,Description for Item 3039,Consumables,Consumables,Digital,Liter,511.08,LKR,939.23,USD,1669,54,448,False,False
Item 3040,Description for Item 3040,IT Equipment,Consumables,Digital,Kilogram,748.99,EUR,996.85,LKR,642,79,280,True,True
Item 3041,Description for Item 3041,Laboratory Equipment,Consumables,Digital,Liter,445.15,USD,636.0,GBP,791,87,286,True,True
Item 3042,Description for Item 3042,Laboratory Equipment,Spare Parts,Non-Perishable,Piece,468.61,EUR,980.54,USD,1742,153,1264,False,True
Item 3043,Description for Item 3043,Medical Supplies,Consumables,Digital,Piece,805.27,LKR,1552.86,LKR,862,170,405,False,True
Item 3044,Description for Item 3044,Tools,Spare Parts,Non-Perishable,Kilogram,25.22,LKR,44.86,GBP,708,82,160,True,False
Item 3045,Description for Item 3045,Electronics,Consumables,Digital,Liter,756.97,GBP,1552.41,LKR,1925,200,1166,False,False
Item 3046,Description for Item 3046,Consumables,Spare Parts,Digital,Liter,525.09,EUR,990.76,EUR,700,82,217,True,True
Item 3047,Description for Item 3047,Manufacturing Parts,Consumables,Non-Perishable,Meter,842.08,USD,1195.13,GBP,1396,55,687,True,True
Item 3048,Description for Item 3048,Tools,Consumables,Non-Perishable,Meter,265.93,USD,395.6,LKR,919,119,163,False,True
Item 3049,Description for Item 3049,Electronics,Consumables,Perishable,Liter,564.74,EUR,1364.58,USD,1723,197,1376,False,True
Item 3050,Description for Item 3050,Electronics,Consumables,Digital,Piece,11.13,LKR,20.98,LKR,1870,127,1302,True,False
Item 3051,Description for Item 3051,Electronics,Consumables,Perishable,Liter,146.48,LKR,184.63,GBP,1978,82,853,False,True
Item 3052,Description for Item 3052,Laboratory Equipment,Consumables,Perishable,Meter,832.49,USD,1177.53,USD,1613,155,617,False,True
Item 3053,Description for Item 3053,Medical Supplies,Spare Parts,Digital,Kilogram,699.41,LKR,985.55,USD,1411,100,211,True,False
Item 3054,Description for Item 3054,Medical Supplies,Spare Parts,Non-Perishable,Kilogram,277.28,EUR,656.78,USD,1117,132,558,False,True
Item 3055,Description for Item 3055,Office Supplies,Spare Parts,Digital,Kilogram,59.96,USD,79.33,LKR,1272,172,516,False,True
Item 3056,Description for Item 3056,Consumables,Consumables,Digital,Liter,218.23,USD,262.06,USD,733,178,301,False,False
Item 3057,Description for Item 3057,Tools,Consumables,Perishable,Liter,935.06,GBP,1629.7,LKR,877,150,511,True,True
Item 3058,Description for Item 3058,Medical Supplies,Spare Parts,Digital,Piece,778.31,LKR,1779.35,GBP,1459,129,337,False,False
Item 3059,Description for Item 3059,Medical Supplies,Spare Parts,Non-Perishable,Meter,774.82,LKR,1763.8,USD,1043,188,734,True,False
Item 3060,Description for Item 3060,Furniture,Consumables,Digital,Liter,666.0,LKR,1593.38,GBP,1361,159,609,False,False
Item 3061,Description for Item 3061,Safety Equipment,Spare Parts,Non-Perishable,Piece,506.79,EUR,1227.97,USD,1228,175,576,True,True
Item 3062,Description for Item 3062,Medical Supplies,Consumables,Non-Perishable,Meter,96.23,USD,212.79,GBP,1270,114,972,False,False
Item 3063,Description for Item 3063,Manufacturing Parts,Consumables,Non-Perishable,Kilogram,316.38,GBP,486.88,EUR,1762,100,1152,False,True
Item 3064,Description for Item 3064,Furniture,Consumables,Perishable,Kilogram,595.41,EUR,1406.68,USD,1244,138,246,False,True
Item 3065,Description for Item 3065,Medical Supplies,Spare Parts,Perishable,Meter,92.77,GBP,122.19,GBP,1264,65,1010,True,True
Item 3066,Description for Item 3066,Furniture,Spare Parts,Digital,Liter,258.51,GBP,337.5,LKR,1711,53,1318,True,False
Item 3067,Description for Item 3067,Safety Equipment,Spare Parts,Digital,Kilogram,867.36,EUR,1810.39,LKR,945,143,604,True,False
Item 3068,Description for Item 3068,Manufacturing Parts,Spare Parts,Digital,Kilogram,132.86,LKR,324.09,EUR,1526,63,541,True,False
Item 3069,Description for Item 3069,Manufacturing Parts,Consumables,Non-Perishable,Kilogram,251.54,EUR,536.61,EUR,1657,125,557,False,False
Item 3070,Description for Item 3070,Tools,Spare Parts,Non-Perishable,Liter,623.08,USD,1063.26,GBP,1589,86,1454,True,False
Item 3071,Description for Item 3071,Furniture,Consumables,Non-Perishable,Piece,778.55,EUR,1545.75,GBP,1144,104,822,True,False
Item 3072,Description for Item 3072,Safety Equipment,Spare Parts,Perishable,Piece,122.03,GBP,231.2,USD,1328,63,944,False,False
Item 3073,Description for Item 3073,Furniture,Spare Parts,Perishable,Piece,697.29,GBP,1707.19,GBP,1528,138,1409,False,False
Item 3074,Description for Item 3074,Safety Equipment,Spare Parts,Perishable,Meter,606.8,LKR,1265.73,USD,1257,103,308,True,False
Item 3075,Description for Item 3075,IT Equipment,Spare Parts,Perishable,Kilogram,97.26,EUR,135.61,USD,1938,81,338,False,True
Item 3076,Description for Item 3076,Tools,Spare Parts,Non-Perishable,Piece,179.18,USD,229.79,LKR,604,185,266,True,True
Item 3077,Description for Item 3077,Electronics,Spare Parts,Non-Perishable,Piece,943.57,GBP,1423.77,LKR,1908,122,439,True,False
Item 3078,Description for Item 3078,Electronics,Spare Parts,Non-Perishable,Piece,434.1,EUR,1012.09,GBP,910,134,557,False,False
Item 3079,Description for Item 3079,Medical Supplies,Consumables,Non-Perishable,Meter,910.12,GBP,1795.29,GBP,1420,144,791,True,False
Item 3080,Description for Item 3080,Electronics,Consumables,Non-Perishable,Piece,87.21,LKR,191.02,LKR,1401,50,1172,True,False
Item 3081,Description for Item 3081,IT Equipment,Spare Parts,Non-Perishable,Liter,207.41,USD,260.87,GBP,1231,97,640,False,True
Item 3082,Description for Item 3082,Tools,Consumables,Non-Perishable,Kilogram,744.8,GBP,1577.79,USD,1293,86,134,False,True
Item 3083,Description for Item 3083,Office Supplies,Spare Parts,Non-Perishable,Piece,528.97,GBP,682.94,USD,1822,57,1375,True,False
Item 3084,Description for Item 3084,Furniture,Spare Parts,Perishable,Kilogram,130.32,LKR,314.37,GBP,1856,126,1410,True,False
Item 3085,Description for Item 3085,Laboratory Equipment,Spare Parts,Digital,Piece,908.64,LKR,1265.11,GBP,711,136,603,False,True
Item 3086,Description for Item 3086,Laboratory Equipment,Spare Parts,Perishable,Liter,720.15,LKR,1690.14,LKR,1898,196,1573,True,True
Item 3087,Description for Item 3087,Electronics,Spare Parts,Perishable,Meter,732.73,LKR,1564.95,GBP,1139,73,646,True,True
Item 3088,Description for Item 3088,Manufacturing Parts,Spare Parts,Non-Perishable,Liter,872.09,EUR,2156.13,LKR,1852,182,1468,True,False
Item 3089,Description for Item 3089,IT Equipment,Consumables,Non-Perishable,Liter,544.23,EUR,1321.47,GBP,1297,75,929,False,False
Item 3090,Description for Item 3090,Laboratory Equipment,Consumables,Digital,Piece,437.41,LKR,705.07,USD,1929,119,1409,True,True
Item 3091,Description for Item 3091,Office Supplies,Consumables,Non-Perishable,Piece,802.36,EUR,1347.54,GBP,1823,191,1500,True,True
Item 3092,Description for Item 3092,Furniture,Spare Parts,Digital,Liter,121.91,GBP,255.55,USD,1930,195,301,False,True
Item 3093,Description for Item 3093,Safety Equipment,Consumables,Perishable,Piece,754.66,USD,992.99,GBP,1029,60,692,True,True
Item 3094,Description for Item 3094,Medical Supplies,Consumables,Perishable,Kilogram,104.08,USD,259.97,GBP,1210,132,746,False,False
Item 3095,Description for Item 3095,Safety Equipment,Consumables,Digital,Kilogram,686.81,LKR,1099.41,GBP,730,108,401,True,True
Item 3096,Description for Item 3096,Office Supplies,Consumables,Non-Perishable,Kilogram,504.43,LKR,721.11,LKR,1256,102,602,True,True
Item 3097,Description for Item 3097,Safety Equipment,Spare Parts,Non-Perishable,Liter,404.26,USD,561.99,GBP,1274,61,502,False,True
Item 3098,Description for Item 3098,Medical Supplies,Spare Parts,Digital,Piece,476.68,USD,1178.52,GBP,1863,100,1746,True,True
Item 3099,Description for Item 3099,IT Equipment,Consumables,Perishable,Meter,189.9,USD,267.63,LKR,1088,140,580,False,False
Item 3100,Description for Item 3100,Office Supplies,Consumables,Digital,Meter,374.94,EUR,751.99,GBP,1768,196,1205,False,True
Item 3101,Description for Item 3101,Safety Equipment,Spare Parts,Non-Perishable,Liter,523.18,USD,726.24,LKR,599,144,415,True,False
Item 3102,Description for Item 3102,Office Supplies,Spare Parts,Non-Perishable,Liter,580.26,EUR,1002.68,LKR,820,187,299,False,False
Item 3103,Description for Item 3103,Manufacturing Parts,Spare Parts,Digital,Kilogram,774.54,EUR,1854.24,EUR,1217,56,416,False,False
Item 3104,Description for Item 3104,Furniture,Spare Parts,Perishable,Liter,545.27,GBP,1061.07,EUR,824,123,510,False,False
Item 3105,Description for Item 3105,Furniture,Spare Parts,Perishable,Meter,541.59,LKR,1223.82,LKR,663,126,148,True,False
Item 3106,Description for Item 3106,Consumables,Spare Parts,Non-Perishable,Meter,962.49,GBP,2278.11,LKR,514,64,142,True,True
Item 3107,Description for Item 3107,Tools,Spare Parts,Digital,Liter,186.49,EUR,381.48,USD,1595,139,1409,True,True
Item 3108,Description for Item 3108,Consumables,Consumables,Digital,Liter,374.86,USD,729.58,GBP,1991,139,591,False,True
Item 3109,Description for Item 3109,Medical Supplies,Consumables,Perishable,Piece,171.99,USD,301.8,EUR,1567,150,840,False,False
Item 3110,Description for Item 3110,Electronics,Spare Parts,Non-Perishable,Liter,436.98,LKR,747.49,GBP,1842,146,665,True,True
Item 3111,Description for Item 3111,Laboratory Equipment,Consumables,Digital,Kilogram,518.69,EUR,777.54,LKR,713,167,426,False,False
Item 3112,Description for Item 3112,Safety Equipment,Consumables,Non-Perishable,Kilogram,677.06,GBP,1067.37,EUR,1650,167,603,False,False
Item 3113,Description for Item 3113,Safety Equipment,Consumables,Perishable,Meter,320.01,LKR,744.05,EUR,1530,86,424,False,False
Item 3114,Description for Item 3114,Tools,Spare Parts,Perishable,Liter,881.16,LKR,2050.02,LKR,1891,196,1018,True,False
Item 3115,Description for Item 3115,Consumables,Consumables,Perishable,Kilogram,20.97,LKR,47.72,EUR,1524,78,192,True,False
Item 3116,Description for Item 3116,Consumables,Consumables,Perishable,Meter,789.28,GBP,1511.67,USD,1217,74,749,False,False
Item 3117,Description for Item 3117,Office Supplies,Spare Parts,Non-Perishable,Piece,93.05,GBP,121.43,GBP,1653,123,1112,False,True
Item 3118,Description for Item 3118,Tools,Consumables,Perishable,Liter,320.76,USD,612.46,USD,1093,107,267,False,False
Item 3119,Description for Item 3119,IT Equipment,Consumables,Digital,Meter,450.95,GBP,1019.54,USD,1371,50,759,True,True
Item 3120,Description for Item 3120,Consumables,Consumables,Digital,Kilogram,467.66,EUR,822.5,USD,1986,168,1011,False,True
Item 3121,Description for Item 3121,Consumables,Spare Parts,Perishable,Piece,322.06,USD,539.3,EUR,504,195,395,True,True
Item 3122,Description for Item 3122,Electronics,Spare Parts,Perishable,Piece,413.39,GBP,869.12,LKR,731,196,227,True,False
Item 3123,Description for Item 3123,Medical Supplies,Consumables,Perishable,Meter,81.72,USD,158.62,USD,1989,65,665,False,False
Item 3124,Description for Item 3124,Office Supplies,Consumables,Non-Perishable,Kilogram,990.16,EUR,1604.78,EUR,763,134,346,True,False
Item 3125,Description for Item 3125,IT Equipment,Spare Parts,Non-Perishable,Liter,866.08,GBP,2047.96,LKR,1084,196,887,True,False
Item 3126,Description for Item 3126,Consumables,Consumables,Non-Perishable,Meter,771.19,GBP,1162.26,LKR,1466,93,1299,True,False
Item 3127,Description for Item 3127,Furniture,Consumables,Perishable,Meter,838.83,LKR,1701.89,USD,1868,193,1138,True,True
Item 3128,Description for Item 3128,Medical Supplies,Spare Parts,Non-Perishable,Meter,210.63,LKR,464.18,LKR,513,83,407,False,False
Item 3129,Description for Item 3129,Medical Supplies,Consumables,Digital,Liter,73.05,USD,118.44,EUR,1561,95,170,True,True
Item 3130,Description for Item 3130,Laboratory Equipment,Spare Parts,Digital,Liter,375.85,USD,557.34,GBP,1732,127,960,True,False
Item 3131,Description for Item 3131,Office Supplies,Spare Parts,Digital,Meter,564.12,EUR,863.61,EUR,935,180,755,True,True
Item 3132,Description for Item 3132,Medical Supplies,Consumables,Perishable,Liter,634.67,EUR,1492.94,GBP,1511,143,501,False,True
Item 3133,Description for Item 3133,Manufacturing Parts,Spare Parts,Digital,Piece,893.78,EUR,2224.21,GBP,1298,100,1072,True,True
Item 3134,Description for Item 3134,Consumables,Consumables,Perishable,Meter,200.76,GBP,275.74,USD,1002,65,343,True,True
Item 3135,Description for Item 3135,Manufacturing Parts,Spare Parts,Non-Perishable,Meter,639.88,USD,1425.52,GBP,1920,63,1777,True,False
Item 3136,Description for Item 3136,Medical Supplies,Consumables,Digital,Kilogram,601.43,EUR,958.91,LKR,577,82,223,True,True
Item 3137,Description for Item 3137,Furniture,Spare Parts,Perishable,Piece,854.11,LKR,1605.31,EUR,890,63,315,True,True
Item 3138,Description for Item 3138,Manufacturing Parts,Consumables,Digital,Piece,392.9,GBP,748.73,LKR,1789,134,579,False,True
Item 3139,Description for Item 3139,Electronics,Spare Parts,Digital,Meter,243.36,LKR,545.74,LKR,1922,89,455,False,True
Item 3140,Description for Item 3140,Safety Equipment,Spare Parts,Digital,Liter,397.29,LKR,682.92,LKR,674,54,514,True,False
Item 3141,Description for Item 3141,Safety Equipment,Consumables,Perishable,Meter,880.54,GBP,2128.22,LKR,1830,63,1605,True,False
Item 3142,Description for Item 3142,Tools,Spare Parts,Perishable,Liter,14.9,GBP,17.93,EUR,712,173,496,True,False
Item 3143,Description for Item 3143,Medical Supplies,Spare Parts,Digital,Kilogram,493.35,EUR,694.74,EUR,719,87,426,True,False
Item 3144,Description for Item 3144,Electronics,Consumables,Perishable,Piece,212.35,USD,368.35,GBP,954,115,666,True,True
Item 3145,Description for Item 3145,Electronics,Consumables,Non-Perishable,Piece,620.93,GBP,1325.91,LKR,1614,73,686,False,True
Item 3146,Description for Item 3146,Electronics,Consumables,Non-Perishable,Liter,91.25,EUR,155.95,USD,1214,183,276,False,True
Item 3147,Description for Item 3147,IT Equipment,Spare Parts,Perishable,Meter,804.14,LKR,1496.51,GBP,1917,143,1274,True,False
Item 3148,Description for Item 3148,Tools,Spare Parts,Digital,Meter,967.01,USD,1188.11,GBP,1837,183,211,False,True
Item 3149,Description for Item 3149,Electronics,Spare Parts,Digital,Piece,568.21,EUR,1283.0,LKR,1454,198,422,True,True
Item 3150,Description for Item 3150,Medical Supplies,Consumables,Perishable,Meter,100.75,EUR,161.65,USD,1278,57,529,False,False
Item 3151,Description for Item 3151,Electronics,Consumables,Digital,Liter,70.62,GBP,98.08,LKR,1421,62,355,True,True
Item 3152,Description for Item 3152,Office Supplies,Consumables,Digital,Liter,223.97,GBP,429.32,USD,1487,62,1137,True,False
Item 3153,Description for Item 3153,Electronics,Spare Parts,Digital,Piece,686.59,GBP,1146.36,USD,1905,186,1149,True,True
Item 3154,Description for Item 3154,Consumables,Consumables,Digital,Kilogram,179.09,LKR,424.85,GBP,1168,101,937,False,True
Item 3155,Description for Item 3155,Electronics,Spare Parts,Non-Perishable,Liter,409.85,LKR,998.66,USD,519,163,201,False,True
Item 3156,Description for Item 3156,Laboratory Equipment,Spare Parts,Perishable,Kilogram,735.12,USD,1004.14,USD,1909,152,1463,False,False
Item 3157,Description for Item 3157,Office Supplies,Spare Parts,Perishable,Liter,464.44,EUR,890.27,EUR,1629,115,460,False,False
Item 3158,Description for Item 3158,IT Equipment,Consumables,Non-Perishable,Liter,850.06,USD,1034.59,LKR,1546,182,202,False,False
Item 3159,Description for Item 3159,Medical Supplies,Spare Parts,Non-Perishable,Piece,474.23,EUR,733.25,LKR,1531,131,589,False,True
Item 3160,Description for Item 3160,Medical Supplies,Consumables,Non-Perishable,Meter,831.09,USD,1139.9,LKR,1276,170,675,False,True
Item 3161,Description for Item 3161,Office Supplies,Spare Parts,Digital,Meter,60.23,EUR,90.83,LKR,792,152,247,False,True
Item 3162,Description for Item 3162,Tools,Consumables,Perishable,Piece,596.89,LKR,1262.86,GBP,1246,119,536,True,True
Item 3163,Description for Item 3163,Medical Supplies,Consumables,Digital,Piece,179.25,LKR,372.69,USD,961,178,434,True,False
Item 3164,Description for Item 3164,Laboratory Equipment,Spare Parts,Digital,Piece,845.7,GBP,1092.32,USD,1066,66,391,False,True
Item 3165,Description for Item 3165,Consumables,Consumables,Perishable,Liter,738.53,LKR,1182.27,USD,542,99,408,True,True
Item 3166,Description for Item 3166,Medical Supplies,Spare Parts,Perishable,Meter,125.03,LKR,166.57,LKR,966,145,692,True,False
Item 3167,Description for Item 3167,Safety Equipment,Consumables,Perishable,Liter,388.26,EUR,572.2,USD,1333,167,984,False,False
Item 3168,Description for Item 3168,IT Equipment,Consumables,Digital,Kilogram,66.16,EUR,82.08,LKR,949,54,735,True,True
Item 3169,Description for Item 3169,Office Supplies,Spare Parts,Digital,Piece,966.23,USD,2139.25,GBP,617,187,505,False,False
Item 3170,Description for Item 3170,IT Equipment,Spare Parts,Digital,Kilogram,703.16,EUR,1619.95,EUR,1040,110,933,True,False
Item 3171,Description for Item 3171,IT Equipment,Consumables,Non-Perishable,Liter,495.38,LKR,620.75,LKR,1896,153,216,True,False
Item 3172,Description for Item 3172,Medical Supplies,Consumables,Non-Perishable,Piece,525.03,LKR,1077.15,EUR,1083,176,806,True,False
Item 3173,Description for Item 3173,IT Equipment,Consumables,Digital,Piece,701.3,GBP,1706.82,LKR,512,182,258,True,False
Item 3174,Description for Item 3174,Office Supplies,Spare Parts,Non-Perishable,Piece,852.97,USD,1787.97,EUR,743,115,292,False,True
Item 3175,Description for Item 3175,Electronics,Spare Parts,Digital,Kilogram,713.91,EUR,1280.51,LKR,1070,173,694,True,True
Item 3176,Description for Item 3176,Electronics,Consumables,Non-Perishable,Piece,436.64,EUR,694.37,USD,1286,142,742,False,False
Item 3177,Description for Item 3177,Medical Supplies,Consumables,Perishable,Piece,880.64,LKR,1282.75,LKR,1538,106,993,True,True
Item 3178,Description for Item 3178,Office Supplies,Spare Parts,Non-Perishable,Liter,944.8,USD,1615.61,USD,1763,67,1129,False,False
Item 3179,Description for Item 3179,Electronics,Spare Parts,Perishable,Piece,158.08,GBP,257.54,EUR,950,145,797,False,True
Item 3180,Description for Item 3180,IT Equipment,Consumables,Perishable,Piece,573.16,USD,1097.73,EUR,1427,56,1231,True,True
Item 3181,Description for Item 3181,Tools,Consumables,Non-Perishable,Kilogram,519.68,LKR,873.63,USD,1584,117,1128,True,False
Item 3182,Description for Item 3182,Electronics,Consumables,Non-Perishable,Kilogram,628.76,USD,1532.44,USD,1985,86,1365,False,False
Item 3183,Description for Item 3183,Office Supplies,Spare Parts,Non-Perishable,Meter,116.32,LKR,174.13,GBP,1154,126,285,True,False
Item 3184,Description for Item 3184,Tools,Consumables,Non-Perishable,Liter,696.39,EUR,1140.13,LKR,1125,102,856,False,False
Item 3185,Description for Item 3185,Consumables,Spare Parts,Digital,Kilogram,270.94,EUR,337.56,GBP,1564,198,1009,False,False
Item 3186,Description for Item 3186,Manufacturing Parts,Consumables,Non-Perishable,Liter,765.55,EUR,1158.89,EUR,1726,84,916,False,True
Item 3187,Description for Item 3187,Office Supplies,Spare Parts,Non-Perishable,Kilogram,504.64,GBP,1101.33,GBP,773,182,204,True,True
Item 3188,Description for Item 3188,Medical Supplies,Spare Parts,Perishable,Meter,449.45,LKR,821.15,GBP,1517,183,1104,True,True
Item 3189,Description for Item 3189,Consumables,Spare Parts,Non-Perishable,Meter,513.18,EUR,1054.0,LKR,1049,81,647,False,True
Item 3190,Description for Item 3190,Safety Equipment,Spare Parts,Digital,Kilogram,417.7,USD,700.11,GBP,1388,174,1091,True,False
Item 3191,Description for Item 3191,IT Equipment,Consumables,Perishable,Kilogram,163.6,GBP,234.26,USD,1023,58,779,False,True
Item 3192,Description for Item 3192,IT Equipment,Spare Parts,Non-Perishable,Meter,257.1,LKR,568.21,GBP,546,52,217,False,False
Item 3193,Description for Item 3193,Laboratory Equipment,Consumables,Perishable,Piece,982.16,EUR,2216.01,LKR,661,67,362,False,False
Item 3194,Description for Item 3194,IT Equipment,Consumables,Perishable,Meter,333.2,USD,779.21,GBP,1573,52,1023,True,False
Item 3195,Description for Item 3195,Electronics,Spare Parts,Digital,Liter,990.92,EUR,1962.82,USD,1297,52,808,False,False
Item 3196,Description for Item 3196,IT Equipment,Spare Parts,Perishable,Piece,821.15,EUR,1431.89,GBP,1443,62,714,False,True
Item 3197,Description for Item 3197,Safety Equipment,Consumables,Digital,Liter,659.71,GBP,968.72,LKR,1738,120,1562,True,False
Item 3198,Description for Item 3198,Office Supplies,Consumables,Digital,Piece,844.94,LKR,1830.2,GBP,1618,165,564,True,True
Item 3199,Description for Item 3199,Manufacturing Parts,Consumables,Digital,Liter,839.19,LKR,1344.99,GBP,1275,81,732,True,False
Item 3200,Description for Item 3200,IT Equipment,Spare Parts,Non-Perishable,Piece,611.85,EUR,1330.4,GBP,826,193,596,False,False
Item 3201,Description for Item 3201,Tools,Consumables,Perishable,Meter,969.83,LKR,1867.71,USD,1637,184,291,False,False
Item 3202,Description for Item 3202,Safety Equipment,Spare Parts,Digital,Kilogram,983.47,EUR,1525.17,GBP,1338,164,768,True,True
Item 3203,Description for Item 3203,Consumables,Consumables,Non-Perishable,Liter,248.43,EUR,395.93,USD,1962,125,775,True,True
Item 3204,Description for Item 3204,Laboratory Equipment,Spare Parts,Digital,Meter,704.27,GBP,1185.04,EUR,872,82,150,False,False
Item 3205,Description for Item 3205,Electronics,Spare Parts,Perishable,Meter,791.1,EUR,1828.34,EUR,1975,104,1770,True,True
Item 3206,Description for Item 3206,Office Supplies,Consumables,Perishable,Liter,924.31,LKR,1210.79,EUR,772,183,488,True,True
Item 3207,Description for Item 3207,Tools,Consumables,Non-Perishable,Piece,674.45,GBP,963.07,GBP,1072,57,724,False,True
Item 3208,Description for Item 3208,Furniture,Spare Parts,Non-Perishable,Liter,223.08,LKR,497.35,USD,1011,135,863,True,False
Item 3209,Description for Item 3209,Medical Supplies,Consumables,Non-Perishable,Meter,31.54,USD,73.19,GBP,1355,188,503,False,False
Item 3210,Description for Item 3210,Tools,Spare Parts,Digital,Piece,517.07,LKR,1119.69,USD,1709,172,406,False,True
Item 3211,Description for Item 3211,Electronics,Consumables,Digital,Meter,787.74,USD,1126.91,LKR,1807,68,1084,False,True
Item 3212,Description for Item 3212,IT Equipment,Consumables,Non-Perishable,Liter,559.67,LKR,1270.93,EUR,700,199,393,True,False
Item 3213,Description for Item 3213,Furniture,Spare Parts,Digital,Meter,122.01,USD,208.53,USD,1906,103,1221,True,True
Item 3214,Description for Item 3214,Safety Equipment,Spare Parts,Digital,Kilogram,109.12,USD,165.62,GBP,1685,148,484,False,False
Item 3215,Description for Item 3215,Office Supplies,Consumables,Digital,Kilogram,244.45,EUR,417.28,USD,1034,57,250,False,False
Item 3216,Description for Item 3216,Consumables,Consumables,Digital,Liter,377.98,USD,490.02,USD,1403,97,1280,True,True
Item 3217,Description for Item 3217,Office Supplies,Spare Parts,Non-Perishable,Kilogram,57.11,USD,117.56,GBP,1962,87,455,False,True
Item 3218,Description for Item 3218,Laboratory Equipment,Spare Parts,Non-Perishable,Piece,334.13,LKR,462.12,EUR,1371,82,749,True,True
Item 3219,Description for Item 3219,Electronics,Spare Parts,Digital,Piece,776.75,EUR,1333.8,LKR,1844,158,1157,False,True
Item 3220,Description for Item 3220,Medical Supplies,Consumables,Digital,Liter,911.22,USD,1290.17,USD,714,176,449,False,True
Item 3221,Description for Item 3221,Furniture,Consumables,Perishable,Liter,782.79,LKR,1126.85,USD,1012,92,578,False,True
Item 3222,Description for Item 3222,Medical Supplies,Consumables,Perishable,Kilogram,468.57,EUR,992.44,LKR,981,84,104,True,False
Item 3223,Description for Item 3223,Medical Supplies,Spare Parts,Perishable,Meter,814.23,EUR,1885.57,USD,1384,174,462,False,False
Item 3224,Description for Item 3224,IT Equipment,Spare Parts,Digital,Kilogram,197.2,LKR,458.13,GBP,1953,165,566,True,True
Item 3225,Description for Item 3225,Laboratory Equipment,Spare Parts,Non-Perishable,Meter,548.16,LKR,808.89,USD,1860,165,1616,True,False
Item 3226,Description for Item 3226,Electronics,Spare Parts,Non-Perishable,Liter,430.64,EUR,841.23,USD,1619,64,182,False,True
Item 3227,Description for Item 3227,Tools,Spare Parts,Digital,Liter,685.25,LKR,1565.6,USD,1435,200,1077,False,False
Item 3228,Description for Item 3228,Tools,Spare Parts,Perishable,Liter,870.91,USD,1610.83,GBP,1054,127,705,False,True
Item 3229,Description for Item 3229,IT Equipment,Spare Parts,Non-Perishable,Meter,956.99,GBP,1932.15,GBP,1913,104,1126,True,True
