name,asset_type_name,category_name,sub_category_name,asset_description,thumbnail_image,asset_details,asset_classification,reading_parameters
Asset Group 087,Intangible assets,Category_087,SubCategory_087,"Description for Asset Group 087, categorized under Category_087.","{""image_url"": ""/uploads/assets/asset_087.jpg"", ""alt_text"": ""Asset Group 087""}","{""brand"": ""Brand_87"", ""model"": ""Model_87"", ""year"": 2023, ""specifications"": {""cpu"": ""Intel i6"", ""ram"": ""20GB"", ""storage"": ""512GB SSD""}}","{""tags"": [""tag87"", ""asset"", ""group""], ""priority"": ""critical"", ""usage_type"": ""business""}","{""monitoring"": {""temperature"": {""unit"": ""celsius"", ""range"": ""0-67""}, ""usage_hours"": {""unit"": ""hours"", ""tracking"": ""daily""}}}"
Asset Group 088,Non-operating assets,Category_088,SubCategory_088,"Description for Asset Group 088, categorized under Category_088.","{""image_url"": ""/uploads/assets/asset_088.jpg"", ""alt_text"": ""Asset Group 088""}","{""brand"": ""Brand_88"", ""model"": ""Model_88"", ""year"": 2024, ""specifications"": {""cpu"": ""Intel i7"", ""ram"": ""8GB"", ""storage"": ""640GB SSD""}}","{""tags"": [""tag88"", ""asset"", ""group""], ""priority"": ""high"", ""usage_type"": ""passive""}","{""monitoring"": {""temperature"": {""unit"": ""celsius"", ""range"": ""0-68""}, ""usage_hours"": {""unit"": ""hours"", ""tracking"": ""daily""}}}"
Asset Group 089,Tangible assets,Category_089,SubCategory_089,"Description for Asset Group 089, categorized under Category_089.","{""image_url"": ""/uploads/assets/asset_089.jpg"", ""alt_text"": ""Asset Group 089""}","{""brand"": ""Brand_89"", ""model"": ""Model_89"", ""year"": 2025, ""specifications"": {""cpu"": ""Intel i8"", ""ram"": ""12GB"", ""storage"": ""768GB SSD""}}","{""tags"": [""tag89"", ""asset"", ""group""], ""priority"": ""high"", ""usage_type"": ""daily""}","{""monitoring"": {""temperature"": {""unit"": ""celsius"", ""range"": ""0-69""}, ""usage_hours"": {""unit"": ""hours"", ""tracking"": ""daily""}}}"
Asset Group 090,Non-operating assets,Category_090,SubCategory_090,"Description for Asset Group 090, categorized under Category_090.","{""image_url"": ""/uploads/assets/asset_090.jpg"", ""alt_text"": ""Asset Group 090""}","{""brand"": ""Brand_90"", ""model"": ""Model_90"", ""year"": 2020, ""specifications"": {""cpu"": ""Intel i0"", ""ram"": ""16GB"", ""storage"": ""256GB SSD""}}","{""tags"": [""tag90"", ""asset"", ""group""], ""priority"": ""high"", ""usage_type"": ""passive""}","{""monitoring"": {""temperature"": {""unit"": ""celsius"", ""range"": ""0-70""}, ""usage_hours"": {""unit"": ""hours"", ""tracking"": ""daily""}}}"
Asset Group 091,Fixed assets,Category_091,SubCategory_091,"Description for Asset Group 091, categorized under Category_091.","{""image_url"": ""/uploads/assets/asset_091.jpg"", ""alt_text"": ""Asset Group 091""}","{""brand"": ""Brand_91"", ""model"": ""Model_91"", ""year"": 2021, ""specifications"": {""cpu"": ""Intel i1"", ""ram"": ""20GB"", ""storage"": ""384GB SSD""}}","{""tags"": [""tag91"", ""asset"", ""group""], ""priority"": ""medium"", ""usage_type"": ""passive""}","{""monitoring"": {""temperature"": {""unit"": ""celsius"", ""range"": ""0-71""}, ""usage_hours"": {""unit"": ""hours"", ""tracking"": ""daily""}}}"
Asset Group 092,Operating assets,Category_092,SubCategory_092,"Description for Asset Group 092, categorized under Category_092.","{""image_url"": ""/uploads/assets/asset_092.jpg"", ""alt_text"": ""Asset Group 092""}","{""brand"": ""Brand_92"", ""model"": ""Model_92"", ""year"": 2022, ""specifications"": {""cpu"": ""Intel i2"", ""ram"": ""8GB"", ""storage"": ""512GB SSD""}}","{""tags"": [""tag92"", ""asset"", ""group""], ""priority"": ""low"", ""usage_type"": ""business""}","{""monitoring"": {""temperature"": {""unit"": ""celsius"", ""range"": ""0-72""}, ""usage_hours"": {""unit"": ""hours"", ""tracking"": ""daily""}}}"
Asset Group 093,Non-operating assets,Category_093,SubCategory_093,"Description for Asset Group 093, categorized under Category_093.","{""image_url"": ""/uploads/assets/asset_093.jpg"", ""alt_text"": ""Asset Group 093""}","{""brand"": ""Brand_93"", ""model"": ""Model_93"", ""year"": 2023, ""specifications"": {""cpu"": ""Intel i3"", ""ram"": ""12GB"", ""storage"": ""640GB SSD""}}","{""tags"": [""tag93"", ""asset"", ""group""], ""priority"": ""high"", ""usage_type"": ""business""}","{""monitoring"": {""temperature"": {""unit"": ""celsius"", ""range"": ""0-73""}, ""usage_hours"": {""unit"": ""hours"", ""tracking"": ""daily""}}}"
Asset Group 094,Fixed assets,Category_094,SubCategory_094,"Description for Asset Group 094, categorized under Category_094.","{""image_url"": ""/uploads/assets/asset_094.jpg"", ""alt_text"": ""Asset Group 094""}","{""brand"": ""Brand_94"", ""model"": ""Model_94"", ""year"": 2024, ""specifications"": {""cpu"": ""Intel i4"", ""ram"": ""16GB"", ""storage"": ""768GB SSD""}}","{""tags"": [""tag94"", ""asset"", ""group""], ""priority"": ""high"", ""usage_type"": ""daily""}","{""monitoring"": {""temperature"": {""unit"": ""celsius"", ""range"": ""0-74""}, ""usage_hours"": {""unit"": ""hours"", ""tracking"": ""daily""}}}"
Asset Group 095,Operating assets,Category_095,SubCategory_095,"Description for Asset Group 095, categorized under Category_095.","{""image_url"": ""/uploads/assets/asset_095.jpg"", ""alt_text"": ""Asset Group 095""}","{""brand"": ""Brand_95"", ""model"": ""Model_95"", ""year"": 2025, ""specifications"": {""cpu"": ""Intel i5"", ""ram"": ""20GB"", ""storage"": ""256GB SSD""}}","{""tags"": [""tag95"", ""asset"", ""group""], ""priority"": ""high"", ""usage_type"": ""continuous""}","{""monitoring"": {""temperature"": {""unit"": ""celsius"", ""range"": ""0-75""}, ""usage_hours"": {""unit"": ""hours"", ""tracking"": ""daily""}}}"
Asset Group 096,Intangible assets,Category_096,SubCategory_096,"Description for Asset Group 096, categorized under Category_096.","{""image_url"": ""/uploads/assets/asset_096.jpg"", ""alt_text"": ""Asset Group 096""}","{""brand"": ""Brand_96"", ""model"": ""Model_96"", ""year"": 2020, ""specifications"": {""cpu"": ""Intel i6"", ""ram"": ""8GB"", ""storage"": ""384GB SSD""}}","{""tags"": [""tag96"", ""asset"", ""group""], ""priority"": ""medium"", ""usage_type"": ""daily""}","{""monitoring"": {""temperature"": {""unit"": ""celsius"", ""range"": ""0-76""}, ""usage_hours"": {""unit"": ""hours"", ""tracking"": ""daily""}}}"
Asset Group 097,Operating assets,Category_097,SubCategory_097,"Description for Asset Group 097, categorized under Category_097.","{""image_url"": ""/uploads/assets/asset_097.jpg"", ""alt_text"": ""Asset Group 097""}","{""brand"": ""Brand_97"", ""model"": ""Model_97"", ""year"": 2021, ""specifications"": {""cpu"": ""Intel i7"", ""ram"": ""12GB"", ""storage"": ""512GB SSD""}}","{""tags"": [""tag97"", ""asset"", ""group""], ""priority"": ""low"", ""usage_type"": ""passive""}","{""monitoring"": {""temperature"": {""unit"": ""celsius"", ""range"": ""0-77""}, ""usage_hours"": {""unit"": ""hours"", ""tracking"": ""daily""}}}"
Asset Group 098,Non-operating assets,Category_098,SubCategory_098,"Description for Asset Group 098, categorized under Category_098.","{""image_url"": ""/uploads/assets/asset_098.jpg"", ""alt_text"": ""Asset Group 098""}","{""brand"": ""Brand_98"", ""model"": ""Model_98"", ""year"": 2022, ""specifications"": {""cpu"": ""Intel i8"", ""ram"": ""16GB"", ""storage"": ""640GB SSD""}}","{""tags"": [""tag98"", ""asset"", ""group""], ""priority"": ""high"", ""usage_type"": ""continuous""}","{""monitoring"": {""temperature"": {""unit"": ""celsius"", ""range"": ""0-78""}, ""usage_hours"": {""unit"": ""hours"", ""tracking"": ""daily""}}}"
Asset Group 099,Operating assets,Category_099,SubCategory_099,"Description for Asset Group 099, categorized under Category_099.","{""image_url"": ""/uploads/assets/asset_099.jpg"", ""alt_text"": ""Asset Group 099""}","{""brand"": ""Brand_99"", ""model"": ""Model_99"", ""year"": 2023, ""specifications"": {""cpu"": ""Intel i0"", ""ram"": ""20GB"", ""storage"": ""768GB SSD""}}","{""tags"": [""tag99"", ""asset"", ""group""], ""priority"": ""critical"", ""usage_type"": ""continuous""}","{""monitoring"": {""temperature"": {""unit"": ""celsius"", ""range"": ""0-79""}, ""usage_hours"": {""unit"": ""hours"", ""tracking"": ""daily""}}}"
Asset Group 100,Intangible assets,Category_100,SubCategory_100,"Description for Asset Group 100, categorized under Category_100.","{""image_url"": ""/uploads/assets/asset_100.jpg"", ""alt_text"": ""Asset Group 100""}","{""brand"": ""Brand_100"", ""model"": ""Model_100"", ""year"": 2024, ""specifications"": {""cpu"": ""Intel i1"", ""ram"": ""8GB"", ""storage"": ""256GB SSD""}}","{""tags"": [""tag100"", ""asset"", ""group""], ""priority"": ""medium"", ""usage_type"": ""business""}","{""monitoring"": {""temperature"": {""unit"": ""celsius"", ""range"": ""0-80""}, ""usage_hours"": {""unit"": ""hours"", ""tracking"": ""daily""}}}"
