name,asset_category_name,description,is_active
Sub Category 2414,Category 14,Description for sub category 2414,1
Sub Category 2415,Category 15,Description for sub category 2415,1
Sub Category 2416,Category 16,Description for sub category 2416,1
Sub Category 2417,Category 17,Description for sub category 2417,1
Sub Category 2418,Category 18,Description for sub category 2418,1
Sub Category 2419,Category 19,Description for sub category 2419,1
Sub Category 2420,Category 20,Description for sub category 2420,1
Sub Category 2421,Category 21,Description for sub category 2421,1
Sub Category 2422,Category 22,Description for sub category 2422,1
Sub Category 2423,Category 23,Description for sub category 2423,1
Sub Category 2424,Category 24,Description for sub category 2424,1
Sub Category 2425,Category 25,Description for sub category 2425,1
Sub Category 2426,Category 26,Description for sub category 2426,1
Sub Category 2427,Category 27,Description for sub category 2427,1
Sub Category 2428,Category 28,Description for sub category 2428,1
Sub Category 2429,Category 29,Description for sub category 2429,1
Sub Category 2430,Category 30,Description for sub category 2430,1
Sub Category 2431,Category 31,Description for sub category 2431,1
Sub Category 2432,Category 32,Description for sub category 2432,1
Sub Category 2433,Category 33,Description for sub category 2433,1
Sub Category 2434,Category 34,Description for sub category 2434,1
Sub Category 2435,Category 35,Description for sub category 2435,1
Sub Category 2436,Category 36,Description for sub category 2436,1
Sub Category 2437,Category 37,Description for sub category 2437,1
Sub Category 2438,Category 38,Description for sub category 2438,1
Sub Category 2439,Category 39,Description for sub category 2439,1
Sub Category 2440,Category 40,Description for sub category 2440,1
Sub Category 2441,Category 41,Description for sub category 2441,1
Sub Category 2442,Category 42,Description for sub category 2442,1
Sub Category 2443,Category 43,Description for sub category 2443,1
Sub Category 2444,Category 44,Description for sub category 2444,1
Sub Category 2445,Category 45,Description for sub category 2445,1
Sub Category 2446,Category 46,Description for sub category 2446,1
Sub Category 2447,Category 47,Description for sub category 2447,1
Sub Category 2448,Category 48,Description for sub category 2448,1
Sub Category 2449,Category 49,Description for sub category 2449,1
Sub Category 2450,Category 50,Description for sub category 2450,1
Sub Category 2451,Category 51,Description for sub category 2451,1
Sub Category 2452,Category 52,Description for sub category 2452,1
Sub Category 2453,Category 53,Description for sub category 2453,1
Sub Category 2454,Category 54,Description for sub category 2454,1
Sub Category 2455,Category 55,Description for sub category 2455,1
Sub Category 2456,Category 56,Description for sub category 2456,1
Sub Category 2457,Category 57,Description for sub category 2457,1
Sub Category 2458,Category 58,Description for sub category 2458,1
Sub Category 2459,Category 59,Description for sub category 2459,1
Sub Category 2460,Category 60,Description for sub category 2460,1
Sub Category 2461,Category 61,Description for sub category 2461,1
Sub Category 2462,Category 62,Description for sub category 2462,1
Sub Category 2463,Category 63,Description for sub category 2463,1
Sub Category 2464,Category 64,Description for sub category 2464,1
Sub Category 2465,Category 65,Description for sub category 2465,1
Sub Category 2466,Category 66,Description for sub category 2466,1
Sub Category 2467,Category 67,Description for sub category 2467,1
Sub Category 2468,Category 68,Description for sub category 2468,1
Sub Category 2469,Category 69,Description for sub category 2469,1
Sub Category 2470,Category 70,Description for sub category 2470,1
Sub Category 2471,Category 71,Description for sub category 2471,1
Sub Category 2472,Category 72,Description for sub category 2472,1
Sub Category 2473,Category 73,Description for sub category 2473,1
Sub Category 2474,Category 74,Description for sub category 2474,1
Sub Category 2475,Category 75,Description for sub category 2475,1
Sub Category 2476,Category 76,Description for sub category 2476,1
Sub Category 2477,Category 77,Description for sub category 2477,1
Sub Category 2478,Category 78,Description for sub category 2478,1
Sub Category 2479,Category 79,Description for sub category 2479,1
Sub Category 2480,Category 80,Description for sub category 2480,1
Sub Category 2481,Category 81,Description for sub category 2481,1
Sub Category 2482,Category 82,Description for sub category 2482,1
Sub Category 2483,Category 83,Description for sub category 2483,1
Sub Category 2484,Category 84,Description for sub category 2484,1
Sub Category 2485,Category 85,Description for sub category 2485,1
Sub Category 2486,Category 86,Description for sub category 2486,1
Sub Category 2487,Category 87,Description for sub category 2487,1
Sub Category 2488,Category 88,Description for sub category 2488,1
Sub Category 2489,Category 89,Description for sub category 2489,1
Sub Category 2490,Category 90,Description for sub category 2490,1
Sub Category 2491,Category 91,Description for sub category 2491,1
Sub Category 2492,Category 92,Description for sub category 2492,1
Sub Category 2493,Category 93,Description for sub category 2493,1
Sub Category 2494,Category 94,Description for sub category 2494,1
Sub Category 2495,Category 95,Description for sub category 2495,1
Sub Category 2496,Category 96,Description for sub category 2496,1
Sub Category 2497,Category 97,Description for sub category 2497,1
Sub Category 2498,Category 98,Description for sub category 2498,1
Sub Category 2499,Category 99,Description for sub category 2499,1
Sub Category 2500,Category 100,Description for sub category 2500,1
Sub Category 2501,Category 1,Description for sub category 2501,1
Sub Category 2502,Category 2,Description for sub category 2502,1
Sub Category 2503,Category 3,Description for sub category 2503,1
Sub Category 2504,Category 4,Description for sub category 2504,1
Sub Category 2505,Category 5,Description for sub category 2505,1
Sub Category 2506,Category 6,Description for sub category 2506,1
Sub Category 2507,Category 7,Description for sub category 2507,1
Sub Category 2508,Category 8,Description for sub category 2508,1
Sub Category 2509,Category 9,Description for sub category 2509,1
Sub Category 2510,Category 10,Description for sub category 2510,1
Sub Category 2511,Category 11,Description for sub category 2511,1
Sub Category 2512,Category 12,Description for sub category 2512,1
Sub Category 2513,Category 13,Description for sub category 2513,1
Sub Category 2514,Category 14,Description for sub category 2514,1
Sub Category 2515,Category 15,Description for sub category 2515,1
Sub Category 2516,Category 16,Description for sub category 2516,1
Sub Category 2517,Category 17,Description for sub category 2517,1
Sub Category 2518,Category 18,Description for sub category 2518,1
Sub Category 2519,Category 19,Description for sub category 2519,1
Sub Category 2520,Category 20,Description for sub category 2520,1
Sub Category 2521,Category 21,Description for sub category 2521,1
Sub Category 2522,Category 22,Description for sub category 2522,1
Sub Category 2523,Category 23,Description for sub category 2523,1
Sub Category 2524,Category 24,Description for sub category 2524,1
Sub Category 2525,Category 25,Description for sub category 2525,1
Sub Category 2526,Category 26,Description for sub category 2526,1
Sub Category 2527,Category 27,Description for sub category 2527,1
Sub Category 2528,Category 28,Description for sub category 2528,1
Sub Category 2529,Category 29,Description for sub category 2529,1
Sub Category 2530,Category 30,Description for sub category 2530,1
Sub Category 2531,Category 31,Description for sub category 2531,1
Sub Category 2532,Category 32,Description for sub category 2532,1
Sub Category 2533,Category 33,Description for sub category 2533,1
Sub Category 2534,Category 34,Description for sub category 2534,1
Sub Category 2535,Category 35,Description for sub category 2535,1
Sub Category 2536,Category 36,Description for sub category 2536,1
Sub Category 2537,Category 37,Description for sub category 2537,1
Sub Category 2538,Category 38,Description for sub category 2538,1
Sub Category 2539,Category 39,Description for sub category 2539,1
Sub Category 2540,Category 40,Description for sub category 2540,1
Sub Category 2541,Category 41,Description for sub category 2541,1
Sub Category 2542,Category 42,Description for sub category 2542,1
Sub Category 2543,Category 43,Description for sub category 2543,1
Sub Category 2544,Category 44,Description for sub category 2544,1
Sub Category 2545,Category 45,Description for sub category 2545,1
Sub Category 2546,Category 46,Description for sub category 2546,1
Sub Category 2547,Category 47,Description for sub category 2547,1
Sub Category 2548,Category 48,Description for sub category 2548,1
Sub Category 2549,Category 49,Description for sub category 2549,1
Sub Category 2550,Category 50,Description for sub category 2550,1
Sub Category 2551,Category 51,Description for sub category 2551,1
Sub Category 2552,Category 52,Description for sub category 2552,1
Sub Category 2553,Category 53,Description for sub category 2553,1
Sub Category 2554,Category 54,Description for sub category 2554,1
Sub Category 2555,Category 55,Description for sub category 2555,1
Sub Category 2556,Category 56,Description for sub category 2556,1
Sub Category 2557,Category 57,Description for sub category 2557,1
Sub Category 2558,Category 58,Description for sub category 2558,1
Sub Category 2559,Category 59,Description for sub category 2559,1
Sub Category 2560,Category 60,Description for sub category 2560,1
Sub Category 2561,Category 61,Description for sub category 2561,1
Sub Category 2562,Category 62,Description for sub category 2562,1
Sub Category 2563,Category 63,Description for sub category 2563,1
Sub Category 2564,Category 64,Description for sub category 2564,1
Sub Category 2565,Category 65,Description for sub category 2565,1
Sub Category 2566,Category 66,Description for sub category 2566,1
Sub Category 2567,Category 67,Description for sub category 2567,1
Sub Category 2568,Category 68,Description for sub category 2568,1
Sub Category 2569,Category 69,Description for sub category 2569,1
Sub Category 2570,Category 70,Description for sub category 2570,1
Sub Category 2571,Category 71,Description for sub category 2571,1
Sub Category 2572,Category 72,Description for sub category 2572,1
Sub Category 2573,Category 73,Description for sub category 2573,1
Sub Category 2574,Category 74,Description for sub category 2574,1
Sub Category 2575,Category 75,Description for sub category 2575,1
Sub Category 2576,Category 76,Description for sub category 2576,1
Sub Category 2577,Category 77,Description for sub category 2577,1
Sub Category 2578,Category 78,Description for sub category 2578,1
Sub Category 2579,Category 79,Description for sub category 2579,1
Sub Category 2580,Category 80,Description for sub category 2580,1
Sub Category 2581,Category 81,Description for sub category 2581,1
Sub Category 2582,Category 82,Description for sub category 2582,1
Sub Category 2583,Category 83,Description for sub category 2583,1
Sub Category 2584,Category 84,Description for sub category 2584,1
Sub Category 2585,Category 85,Description for sub category 2585,1
Sub Category 2586,Category 86,Description for sub category 2586,1
Sub Category 2587,Category 87,Description for sub category 2587,1
Sub Category 2588,Category 88,Description for sub category 2588,1
Sub Category 2589,Category 89,Description for sub category 2589,1
Sub Category 2590,Category 90,Description for sub category 2590,1
Sub Category 2591,Category 91,Description for sub category 2591,1
Sub Category 2592,Category 92,Description for sub category 2592,1
Sub Category 2593,Category 93,Description for sub category 2593,1
Sub Category 2594,Category 94,Description for sub category 2594,1
Sub Category 2595,Category 95,Description for sub category 2595,1
Sub Category 2596,Category 96,Description for sub category 2596,1
Sub Category 2597,Category 97,Description for sub category 2597,1
Sub Category 2598,Category 98,Description for sub category 2598,1
Sub Category 2599,Category 99,Description for sub category 2599,1
Sub Category 2600,Category 100,Description for sub category 2600,1
Sub Category 2601,Category 1,Description for sub category 2601,1
Sub Category 2602,Category 2,Description for sub category 2602,1
Sub Category 2603,Category 3,Description for sub category 2603,1
Sub Category 2604,Category 4,Description for sub category 2604,1
Sub Category 2605,Category 5,Description for sub category 2605,1
Sub Category 2606,Category 6,Description for sub category 2606,1
Sub Category 2607,Category 7,Description for sub category 2607,1
Sub Category 2608,Category 8,Description for sub category 2608,1
Sub Category 2609,Category 9,Description for sub category 2609,1
Sub Category 2610,Category 10,Description for sub category 2610,1
Sub Category 2611,Category 11,Description for sub category 2611,1
Sub Category 2612,Category 12,Description for sub category 2612,1
Sub Category 2613,Category 13,Description for sub category 2613,1
Sub Category 2614,Category 14,Description for sub category 2614,1
Sub Category 2615,Category 15,Description for sub category 2615,1
Sub Category 2616,Category 16,Description for sub category 2616,1
Sub Category 2617,Category 17,Description for sub category 2617,1
Sub Category 2618,Category 18,Description for sub category 2618,1
Sub Category 2619,Category 19,Description for sub category 2619,1
Sub Category 2620,Category 20,Description for sub category 2620,1
Sub Category 2621,Category 21,Description for sub category 2621,1
Sub Category 2622,Category 22,Description for sub category 2622,1
Sub Category 2623,Category 23,Description for sub category 2623,1
Sub Category 2624,Category 24,Description for sub category 2624,1
Sub Category 2625,Category 25,Description for sub category 2625,1
Sub Category 2626,Category 26,Description for sub category 2626,1
Sub Category 2627,Category 27,Description for sub category 2627,1
Sub Category 2628,Category 28,Description for sub category 2628,1
Sub Category 2629,Category 29,Description for sub category 2629,1
Sub Category 2630,Category 30,Description for sub category 2630,1
Sub Category 2631,Category 31,Description for sub category 2631,1
Sub Category 2632,Category 32,Description for sub category 2632,1
Sub Category 2633,Category 33,Description for sub category 2633,1
Sub Category 2634,Category 34,Description for sub category 2634,1
Sub Category 2635,Category 35,Description for sub category 2635,1
Sub Category 2636,Category 36,Description for sub category 2636,1
Sub Category 2637,Category 37,Description for sub category 2637,1
Sub Category 2638,Category 38,Description for sub category 2638,1
Sub Category 2639,Category 39,Description for sub category 2639,1
Sub Category 2640,Category 40,Description for sub category 2640,1
Sub Category 2641,Category 41,Description for sub category 2641,1
Sub Category 2642,Category 42,Description for sub category 2642,1
Sub Category 2643,Category 43,Description for sub category 2643,1
Sub Category 2644,Category 44,Description for sub category 2644,1
Sub Category 2645,Category 45,Description for sub category 2645,1
Sub Category 2646,Category 46,Description for sub category 2646,1
Sub Category 2647,Category 47,Description for sub category 2647,1
Sub Category 2648,Category 48,Description for sub category 2648,1
Sub Category 2649,Category 49,Description for sub category 2649,1
Sub Category 2650,Category 50,Description for sub category 2650,1
Sub Category 2651,Category 51,Description for sub category 2651,1
Sub Category 2652,Category 52,Description for sub category 2652,1
Sub Category 2653,Category 53,Description for sub category 2653,1
Sub Category 2654,Category 54,Description for sub category 2654,1
Sub Category 2655,Category 55,Description for sub category 2655,1
Sub Category 2656,Category 56,Description for sub category 2656,1
Sub Category 2657,Category 57,Description for sub category 2657,1
Sub Category 2658,Category 58,Description for sub category 2658,1
Sub Category 2659,Category 59,Description for sub category 2659,1
Sub Category 2660,Category 60,Description for sub category 2660,1
Sub Category 2661,Category 61,Description for sub category 2661,1
Sub Category 2662,Category 62,Description for sub category 2662,1
Sub Category 2663,Category 63,Description for sub category 2663,1
Sub Category 2664,Category 64,Description for sub category 2664,1
Sub Category 2665,Category 65,Description for sub category 2665,1
Sub Category 2666,Category 66,Description for sub category 2666,1
Sub Category 2667,Category 67,Description for sub category 2667,1
Sub Category 2668,Category 68,Description for sub category 2668,1
Sub Category 2669,Category 69,Description for sub category 2669,1
Sub Category 2670,Category 70,Description for sub category 2670,1
Sub Category 2671,Category 71,Description for sub category 2671,1
Sub Category 2672,Category 72,Description for sub category 2672,1
Sub Category 2673,Category 73,Description for sub category 2673,1
Sub Category 2674,Category 74,Description for sub category 2674,1
Sub Category 2675,Category 75,Description for sub category 2675,1
Sub Category 2676,Category 76,Description for sub category 2676,1
Sub Category 2677,Category 77,Description for sub category 2677,1
Sub Category 2678,Category 78,Description for sub category 2678,1
Sub Category 2679,Category 79,Description for sub category 2679,1
Sub Category 2680,Category 80,Description for sub category 2680,1
Sub Category 2681,Category 81,Description for sub category 2681,1
Sub Category 2682,Category 82,Description for sub category 2682,1
Sub Category 2683,Category 83,Description for sub category 2683,1
Sub Category 2684,Category 84,Description for sub category 2684,1
Sub Category 2685,Category 85,Description for sub category 2685,1
Sub Category 2686,Category 86,Description for sub category 2686,1
Sub Category 2687,Category 87,Description for sub category 2687,1
Sub Category 2688,Category 88,Description for sub category 2688,1
Sub Category 2689,Category 89,Description for sub category 2689,1
Sub Category 2690,Category 90,Description for sub category 2690,1
Sub Category 2691,Category 91,Description for sub category 2691,1
Sub Category 2692,Category 92,Description for sub category 2692,1
Sub Category 2693,Category 93,Description for sub category 2693,1
Sub Category 2694,Category 94,Description for sub category 2694,1
Sub Category 2695,Category 95,Description for sub category 2695,1
Sub Category 2696,Category 96,Description for sub category 2696,1
Sub Category 2697,Category 97,Description for sub category 2697,1
Sub Category 2698,Category 98,Description for sub category 2698,1
Sub Category 2699,Category 99,Description for sub category 2699,1
Sub Category 2700,Category 100,Description for sub category 2700,1
Sub Category 2701,Category 1,Description for sub category 2701,1
Sub Category 2702,Category 2,Description for sub category 2702,1
Sub Category 2703,Category 3,Description for sub category 2703,1
Sub Category 2704,Category 4,Description for sub category 2704,1
Sub Category 2705,Category 5,Description for sub category 2705,1
Sub Category 2706,Category 6,Description for sub category 2706,1
Sub Category 2707,Category 7,Description for sub category 2707,1
Sub Category 2708,Category 8,Description for sub category 2708,1
Sub Category 2709,Category 9,Description for sub category 2709,1
Sub Category 2710,Category 10,Description for sub category 2710,1
Sub Category 2711,Category 11,Description for sub category 2711,1
Sub Category 2712,Category 12,Description for sub category 2712,1
Sub Category 2713,Category 13,Description for sub category 2713,1
Sub Category 2714,Category 14,Description for sub category 2714,1
Sub Category 2715,Category 15,Description for sub category 2715,1
Sub Category 2716,Category 16,Description for sub category 2716,1
Sub Category 2717,Category 17,Description for sub category 2717,1
Sub Category 2718,Category 18,Description for sub category 2718,1
Sub Category 2719,Category 19,Description for sub category 2719,1
Sub Category 2720,Category 20,Description for sub category 2720,1
Sub Category 2721,Category 21,Description for sub category 2721,1
Sub Category 2722,Category 22,Description for sub category 2722,1
Sub Category 2723,Category 23,Description for sub category 2723,1
Sub Category 2724,Category 24,Description for sub category 2724,1
Sub Category 2725,Category 25,Description for sub category 2725,1
Sub Category 2726,Category 26,Description for sub category 2726,1
Sub Category 2727,Category 27,Description for sub category 2727,1
Sub Category 2728,Category 28,Description for sub category 2728,1
Sub Category 2729,Category 29,Description for sub category 2729,1
Sub Category 2730,Category 30,Description for sub category 2730,1
Sub Category 2731,Category 31,Description for sub category 2731,1
Sub Category 2732,Category 32,Description for sub category 2732,1
Sub Category 2733,Category 33,Description for sub category 2733,1
Sub Category 2734,Category 34,Description for sub category 2734,1
Sub Category 2735,Category 35,Description for sub category 2735,1
Sub Category 2736,Category 36,Description for sub category 2736,1
Sub Category 2737,Category 37,Description for sub category 2737,1
Sub Category 2738,Category 38,Description for sub category 2738,1
Sub Category 2739,Category 39,Description for sub category 2739,1
Sub Category 2740,Category 40,Description for sub category 2740,1
Sub Category 2741,Category 41,Description for sub category 2741,1
Sub Category 2742,Category 42,Description for sub category 2742,1
Sub Category 2743,Category 43,Description for sub category 2743,1
Sub Category 2744,Category 44,Description for sub category 2744,1
Sub Category 2745,Category 45,Description for sub category 2745,1
Sub Category 2746,Category 46,Description for sub category 2746,1
Sub Category 2747,Category 47,Description for sub category 2747,1
Sub Category 2748,Category 48,Description for sub category 2748,1
Sub Category 2749,Category 49,Description for sub category 2749,1
Sub Category 2750,Category 50,Description for sub category 2750,1
Sub Category 2751,Category 51,Description for sub category 2751,1
Sub Category 2752,Category 52,Description for sub category 2752,1
Sub Category 2753,Category 53,Description for sub category 2753,1
Sub Category 2754,Category 54,Description for sub category 2754,1
Sub Category 2755,Category 55,Description for sub category 2755,1
Sub Category 2756,Category 56,Description for sub category 2756,1
Sub Category 2757,Category 57,Description for sub category 2757,1
Sub Category 2758,Category 58,Description for sub category 2758,1
Sub Category 2759,Category 59,Description for sub category 2759,1
Sub Category 2760,Category 60,Description for sub category 2760,1
Sub Category 2761,Category 61,Description for sub category 2761,1
Sub Category 2762,Category 62,Description for sub category 2762,1
Sub Category 2763,Category 63,Description for sub category 2763,1
Sub Category 2764,Category 64,Description for sub category 2764,1
Sub Category 2765,Category 65,Description for sub category 2765,1
Sub Category 2766,Category 66,Description for sub category 2766,1
Sub Category 2767,Category 67,Description for sub category 2767,1
Sub Category 2768,Category 68,Description for sub category 2768,1
Sub Category 2769,Category 69,Description for sub category 2769,1
Sub Category 2770,Category 70,Description for sub category 2770,1
Sub Category 2771,Category 71,Description for sub category 2771,1
Sub Category 2772,Category 72,Description for sub category 2772,1
Sub Category 2773,Category 73,Description for sub category 2773,1
Sub Category 2774,Category 74,Description for sub category 2774,1
Sub Category 2775,Category 75,Description for sub category 2775,1
Sub Category 2776,Category 76,Description for sub category 2776,1
Sub Category 2777,Category 77,Description for sub category 2777,1
Sub Category 2778,Category 78,Description for sub category 2778,1
Sub Category 2779,Category 79,Description for sub category 2779,1
Sub Category 2780,Category 80,Description for sub category 2780,1
Sub Category 2781,Category 81,Description for sub category 2781,1
Sub Category 2782,Category 82,Description for sub category 2782,1
Sub Category 2783,Category 83,Description for sub category 2783,1
Sub Category 2784,Category 84,Description for sub category 2784,1
Sub Category 2785,Category 85,Description for sub category 2785,1
Sub Category 2786,Category 86,Description for sub category 2786,1
Sub Category 2787,Category 87,Description for sub category 2787,1
Sub Category 2788,Category 88,Description for sub category 2788,1
Sub Category 2789,Category 89,Description for sub category 2789,1
Sub Category 2790,Category 90,Description for sub category 2790,1
Sub Category 2791,Category 91,Description for sub category 2791,1
Sub Category 2792,Category 92,Description for sub category 2792,1
Sub Category 2793,Category 93,Description for sub category 2793,1
Sub Category 2794,Category 94,Description for sub category 2794,1
Sub Category 2795,Category 95,Description for sub category 2795,1
Sub Category 2796,Category 96,Description for sub category 2796,1
Sub Category 2797,Category 97,Description for sub category 2797,1
Sub Category 2798,Category 98,Description for sub category 2798,1
Sub Category 2799,Category 99,Description for sub category 2799,1
Sub Category 2800,Category 100,Description for sub category 2800,1
Sub Category 2801,Category 1,Description for sub category 2801,1
Sub Category 2802,Category 2,Description for sub category 2802,1
Sub Category 2803,Category 3,Description for sub category 2803,1
Sub Category 2804,Category 4,Description for sub category 2804,1
Sub Category 2805,Category 5,Description for sub category 2805,1
Sub Category 2806,Category 6,Description for sub category 2806,1
Sub Category 2807,Category 7,Description for sub category 2807,1
Sub Category 2808,Category 8,Description for sub category 2808,1
Sub Category 2809,Category 9,Description for sub category 2809,1
Sub Category 2810,Category 10,Description for sub category 2810,1
Sub Category 2811,Category 11,Description for sub category 2811,1
Sub Category 2812,Category 12,Description for sub category 2812,1
Sub Category 2813,Category 13,Description for sub category 2813,1
Sub Category 2814,Category 14,Description for sub category 2814,1
Sub Category 2815,Category 15,Description for sub category 2815,1
Sub Category 2816,Category 16,Description for sub category 2816,1
Sub Category 2817,Category 17,Description for sub category 2817,1
Sub Category 2818,Category 18,Description for sub category 2818,1
Sub Category 2819,Category 19,Description for sub category 2819,1
Sub Category 2820,Category 20,Description for sub category 2820,1
Sub Category 2821,Category 21,Description for sub category 2821,1
Sub Category 2822,Category 22,Description for sub category 2822,1
Sub Category 2823,Category 23,Description for sub category 2823,1
Sub Category 2824,Category 24,Description for sub category 2824,1
Sub Category 2825,Category 25,Description for sub category 2825,1
Sub Category 2826,Category 26,Description for sub category 2826,1
Sub Category 2827,Category 27,Description for sub category 2827,1
Sub Category 2828,Category 28,Description for sub category 2828,1
Sub Category 2829,Category 29,Description for sub category 2829,1
Sub Category 2830,Category 30,Description for sub category 2830,1
Sub Category 2831,Category 31,Description for sub category 2831,1
Sub Category 2832,Category 32,Description for sub category 2832,1
Sub Category 2833,Category 33,Description for sub category 2833,1
Sub Category 2834,Category 34,Description for sub category 2834,1
Sub Category 2835,Category 35,Description for sub category 2835,1
Sub Category 2836,Category 36,Description for sub category 2836,1
Sub Category 2837,Category 37,Description for sub category 2837,1
Sub Category 2838,Category 38,Description for sub category 2838,1
Sub Category 2839,Category 39,Description for sub category 2839,1
Sub Category 2840,Category 40,Description for sub category 2840,1
Sub Category 2841,Category 41,Description for sub category 2841,1
Sub Category 2842,Category 42,Description for sub category 2842,1
Sub Category 2843,Category 43,Description for sub category 2843,1
Sub Category 2844,Category 44,Description for sub category 2844,1
Sub Category 2845,Category 45,Description for sub category 2845,1
Sub Category 2846,Category 46,Description for sub category 2846,1
Sub Category 2847,Category 47,Description for sub category 2847,1
Sub Category 2848,Category 48,Description for sub category 2848,1
Sub Category 2849,Category 49,Description for sub category 2849,1
Sub Category 2850,Category 50,Description for sub category 2850,1
Sub Category 2851,Category 51,Description for sub category 2851,1
Sub Category 2852,Category 52,Description for sub category 2852,1
Sub Category 2853,Category 53,Description for sub category 2853,1
Sub Category 2854,Category 54,Description for sub category 2854,1
Sub Category 2855,Category 55,Description for sub category 2855,1
Sub Category 2856,Category 56,Description for sub category 2856,1
Sub Category 2857,Category 57,Description for sub category 2857,1
Sub Category 2858,Category 58,Description for sub category 2858,1
Sub Category 2859,Category 59,Description for sub category 2859,1
Sub Category 2860,Category 60,Description for sub category 2860,1
Sub Category 2861,Category 61,Description for sub category 2861,1
Sub Category 2862,Category 62,Description for sub category 2862,1
Sub Category 2863,Category 63,Description for sub category 2863,1
Sub Category 2864,Category 64,Description for sub category 2864,1
Sub Category 2865,Category 65,Description for sub category 2865,1
Sub Category 2866,Category 66,Description for sub category 2866,1
Sub Category 2867,Category 67,Description for sub category 2867,1
Sub Category 2868,Category 68,Description for sub category 2868,1
Sub Category 2869,Category 69,Description for sub category 2869,1
Sub Category 2870,Category 70,Description for sub category 2870,1
Sub Category 2871,Category 71,Description for sub category 2871,1
Sub Category 2872,Category 72,Description for sub category 2872,1
Sub Category 2873,Category 73,Description for sub category 2873,1
Sub Category 2874,Category 74,Description for sub category 2874,1
Sub Category 2875,Category 75,Description for sub category 2875,1
Sub Category 2876,Category 76,Description for sub category 2876,1
Sub Category 2877,Category 77,Description for sub category 2877,1
Sub Category 2878,Category 78,Description for sub category 2878,1
Sub Category 2879,Category 79,Description for sub category 2879,1
Sub Category 2880,Category 80,Description for sub category 2880,1
Sub Category 2881,Category 81,Description for sub category 2881,1
Sub Category 2882,Category 82,Description for sub category 2882,1
Sub Category 2883,Category 83,Description for sub category 2883,1
Sub Category 2884,Category 84,Description for sub category 2884,1
Sub Category 2885,Category 85,Description for sub category 2885,1
Sub Category 2886,Category 86,Description for sub category 2886,1
Sub Category 2887,Category 87,Description for sub category 2887,1
Sub Category 2888,Category 88,Description for sub category 2888,1
Sub Category 2889,Category 89,Description for sub category 2889,1
Sub Category 2890,Category 90,Description for sub category 2890,1
Sub Category 2891,Category 91,Description for sub category 2891,1
Sub Category 2892,Category 92,Description for sub category 2892,1
Sub Category 2893,Category 93,Description for sub category 2893,1
Sub Category 2894,Category 94,Description for sub category 2894,1
Sub Category 2895,Category 95,Description for sub category 2895,1
Sub Category 2896,Category 96,Description for sub category 2896,1
Sub Category 2897,Category 97,Description for sub category 2897,1
Sub Category 2898,Category 98,Description for sub category 2898,1
Sub Category 2899,Category 99,Description for sub category 2899,1
Sub Category 2900,Category 100,Description for sub category 2900,1
Sub Category 2901,Category 1,Description for sub category 2901,1
Sub Category 2902,Category 2,Description for sub category 2902,1
Sub Category 2903,Category 3,Description for sub category 2903,1
Sub Category 2904,Category 4,Description for sub category 2904,1
Sub Category 2905,Category 5,Description for sub category 2905,1
Sub Category 2906,Category 6,Description for sub category 2906,1
Sub Category 2907,Category 7,Description for sub category 2907,1
Sub Category 2908,Category 8,Description for sub category 2908,1
Sub Category 2909,Category 9,Description for sub category 2909,1
Sub Category 2910,Category 10,Description for sub category 2910,1
Sub Category 2911,Category 11,Description for sub category 2911,1
Sub Category 2912,Category 12,Description for sub category 2912,1
Sub Category 2913,Category 13,Description for sub category 2913,1
Sub Category 2914,Category 14,Description for sub category 2914,1
Sub Category 2915,Category 15,Description for sub category 2915,1
Sub Category 2916,Category 16,Description for sub category 2916,1
Sub Category 2917,Category 17,Description for sub category 2917,1
Sub Category 2918,Category 18,Description for sub category 2918,1
Sub Category 2919,Category 19,Description for sub category 2919,1
Sub Category 2920,Category 20,Description for sub category 2920,1
Sub Category 2921,Category 21,Description for sub category 2921,1
Sub Category 2922,Category 22,Description for sub category 2922,1
Sub Category 2923,Category 23,Description for sub category 2923,1
Sub Category 2924,Category 24,Description for sub category 2924,1
Sub Category 2925,Category 25,Description for sub category 2925,1
Sub Category 2926,Category 26,Description for sub category 2926,1
Sub Category 2927,Category 27,Description for sub category 2927,1
Sub Category 2928,Category 28,Description for sub category 2928,1
Sub Category 2929,Category 29,Description for sub category 2929,1
Sub Category 2930,Category 30,Description for sub category 2930,1
Sub Category 2931,Category 31,Description for sub category 2931,1
Sub Category 2932,Category 32,Description for sub category 2932,1
Sub Category 2933,Category 33,Description for sub category 2933,1
Sub Category 2934,Category 34,Description for sub category 2934,1
Sub Category 2935,Category 35,Description for sub category 2935,1
Sub Category 2936,Category 36,Description for sub category 2936,1
Sub Category 2937,Category 37,Description for sub category 2937,1
Sub Category 2938,Category 38,Description for sub category 2938,1
Sub Category 2939,Category 39,Description for sub category 2939,1
Sub Category 2940,Category 40,Description for sub category 2940,1
Sub Category 2941,Category 41,Description for sub category 2941,1
Sub Category 2942,Category 42,Description for sub category 2942,1
Sub Category 2943,Category 43,Description for sub category 2943,1
Sub Category 2944,Category 44,Description for sub category 2944,1
Sub Category 2945,Category 45,Description for sub category 2945,1
Sub Category 2946,Category 46,Description for sub category 2946,1
Sub Category 2947,Category 47,Description for sub category 2947,1
Sub Category 2948,Category 48,Description for sub category 2948,1
Sub Category 2949,Category 49,Description for sub category 2949,1
Sub Category 2950,Category 50,Description for sub category 2950,1
